Componente 1,species
-0.622904942531991,setosa
-0.6695203954179318,setosa
-0.6541527588892052,setosa
-0.5352727781994512,setosa
-0.656537789993852,setosa
-0.6257804985628277,setosa
-0.6756435043172597,setosa
-0.6456446188852304,setosa
-0.6616125934478085,setosa
-0.7519679431888536,setosa
-0.6003715890013774,setosa
-0.6037992282085833,setosa
-0.5204834613310049,setosa
-0.6121975551048965,setosa
-0.5576743002488322,setosa
-0.5790126750545554,setosa
-0.5060938570165965,setosa
-0.6076075792343174,setosa
-0.5902105874078398,setosa
-0.5615278884939872,setosa
-0.6381847843266271,setosa
-0.6200996597322075,setosa
-0.5247573012712965,setosa
-0.6274553785259616,setosa
-0.618740915699361,setosa
-0.6445537559251893,setosa
-0.5939323441717621,setosa
-0.6874957069046899,setosa
-0.6923698848788329,setosa
-0.6139765508328796,setosa
-0.6096939959117144,setosa
-0.5140016589867198,setosa
-0.6078051870760697,setosa
-0.6286560545936644,setosa
-0.6708791394507784,setosa
-0.6092121859663983,setosa
-0.6299445253954576,setosa
0.2799517663027614,versicolor
0.3222231060173576,versicolor
0.05940301306820406,versicolor
0.2625152345996752,versicolor
0.10383104269125021,versicolor
0.24485036170039232,versicolor
-0.17152938561327558,versicolor
0.2142305990934128,versicolor
0.015324961909241264,versicolor
0.13734837970263736,versicolor
0.04399281902480745,versicolor
0.19255976732664348,versicolor
-0.008260915177083827,versicolor
0.2543452488995589,versicolor
-0.0056080029996317116,versicolor
0.26816835771391223,versicolor
0.09882081512553442,versicolor
0.2890864808244985,versicolor
0.145033537819376,versicolor
0.15928709254221196,versicolor
0.291913781997853,versicolor
0.36914899749077346,versicolor
0.18676911538836183,versicolor
-0.06876975010843112,versicolor
-0.021575977562209747,versicolor
0.03234124191719068,versicolor
0.28890639448578403,versicolor
0.10966425214420183,versicolor
0.19561540969619495,versicolor
0.037683926443952465,versicolor
0.04684065933926085,versicolor
0.05543659407732604,versicolor
0.1758333867650702,versicolor
0.04906762247876384,versicolor
-0.1534442610188559,versicolor
0.06697266073446884,versicolor
0.033029374685132784,versicolor
0.1356791970823158,versicolor
-0.15863457492328636,versicolor
0.06205022790284376,versicolor
0.6227713384355381,virginica
0.34600960858349616,virginica
0.6179864344279579,virginica
0.41778930880393184,virginica
0.5636212475370376,virginica
0.13585780418855842,virginica
0.6089452119831235,virginica
0.5110202145758137,virginica
0.42413506155664404,virginica
0.4377237023573878,virginica
0.5407937764497074,virginica
0.36322651407125905,virginica
0.47424694764837183,virginica
0.5139326307785076,virginica
0.42467082370225484,virginica
0.7490260386545561,virginica
0.8721942716082874,virginica
0.28296337192517085,virginica
0.6147331842166542,virginica
0.3221338320507946,virginica
0.35723523665316403,virginica
0.5310367055205479,virginica
0.5469621225684561,virginica
0.32870490836164257,virginica
0.31478381059985294,virginica
0.5165855429559599,virginica
0.48482666253145734,virginica
0.6330436323692096,virginica
0.6874909166514084,virginica
0.5434892461418294,virginica
0.30541013119397264,virginica
0.7635079345735881,virginica
0.5478056435967907,virginica
0.2925346591728034,virginica
0.5358713436180825,virginica
0.6138649651099978,virginica
0.5583431388985164,virginica
0.6238196438809093,virginica
0.6386515182640257,virginica
0.5514616240001934,virginica
0.4471426189826889,virginica
0.4882075852867699,virginica
0.3120663225341601,virginica
