Componente 1,species
-0.622904942531991,setosa
-0.6003715890013774,setosa
-0.5576743002488322,setosa
-0.5790126750545554,setosa
-0.6874957069046899,setosa
-0.6096939959117144,setosa
-0.6092121859663983,setosa
0.3222231060173576,versicolor
-0.17152938561327558,versicolor
0.2142305990934128,versicolor
0.09882081512553442,versicolor
0.15928709254221196,versicolor
0.19561540969619495,versicolor
0.037683926443952465,versicolor
0.05543659407732604,versicolor
0.1758333867650702,versicolor
0.04906762247876384,versicolor
0.06205022790284376,versicolor
0.6179864344279579,virginica
0.41778930880393184,virginica
0.13585780418855842,virginica
0.6089452119831235,virginica
0.42467082370225484,virginica
0.3221338320507946,virginica
0.5310367055205479,virginica
0.48482666253145734,virginica
0.6330436323692096,virginica
0.6138649651099978,virginica
0.6386515182640257,virginica
0.3120663225341601,virginica
