y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9999999844683356,1.5519512902530565e-08,1.2151464747966344e-11
setosa,setosa,0.9999999676175055,3.235804314191881e-08,2.4451335751147006e-11
setosa,setosa,0.9999999986614961,1.3371579481173718e-09,1.3459156130868894e-12
setosa,setosa,0.9999886612093656,1.1330996512468809e-05,7.794121910854543e-09
setosa,setosa,0.999998598577903,1.4004508134816125e-06,9.71283524910805e-10
setosa,setosa,0.9999999645725877,3.5400761601419115e-08,2.665077454679058e-11
setosa,setosa,0.9999999860856662,1.3903380164529949e-08,1.0953662902367499e-11
setosa,setosa,0.9999999969113561,3.0859018651555416e-09,2.7421054242369478e-12
setosa,setosa,0.9999999668698581,3.310514994395538e-08,2.4991869116937304e-11
setosa,setosa,0.9999999868118732,1.3177712545770606e-08,1.0414310786329142e-11
versicolor,versicolor,7.509850022475819e-35,0.978500674577372,0.02149932542262801
versicolor,versicolor,2.1658017915968475e-48,0.9005528606318102,0.09944713936818984
versicolor,versicolor,3.4648933647739928e-34,0.9800590359265502,0.019940964073449783
versicolor,versicolor,9.301422615960612e-16,0.9972369389096392,0.0027630610903600496
versicolor,versicolor,4.5668686393250925e-36,0.9753166189682624,0.02468338103173764
versicolor,versicolor,1.5451627477829374e-32,0.9834471970858085,0.01655280291419148
versicolor,versicolor,5.496485644257186e-36,0.975541445947942,0.024458554052058032
versicolor,versicolor,1.1538317100860763e-43,0.9413710502184296,0.05862894978157037
versicolor,versicolor,2.3585435569413567e-15,0.9973440637584585,0.0026559362415392645
versicolor,versicolor,1.51556288698034e-35,0.9767357751977829,0.0232642248022171
virginica,virginica,1.198166197723987e-115,0.0018899349829917544,0.9981100650170083
virginica,virginica,1.4708973351138528e-105,0.006896748755826891,0.9931032512441731
virginica,virginica,5.237162896171379e-71,0.3534103170407717,0.6465896829592284
virginica,virginica,1.6796910107694077e-117,0.0014873917105224534,0.9985126082894775
virginica,virginica,2.7476597770620964e-120,0.001036760889710307,0.9989632391102897
virginica,virginica,2.4474173336208557e-104,0.008055769934838532,0.9919442300651615
virginica,virginica,2.9114960340606414e-80,0.14642726878466522,0.8535727312153347
virginica,virginica,1.2387145211911112e-86,0.07149316856797538,0.9285068314320246
virginica,virginica,2.0263634766368846e-93,0.03162053901556606,0.968379460984434
virginica,versicolor,3.917197557917516e-66,0.5012534964722846,0.4987465035277155
