y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9949999959007044,4.093771973624067e-09,0.005000000005523623
setosa,setosa,0.8697550850583553,0.09010083398476786,0.010000000033395896
setosa,setosa,0.9949999988342557,0.005000001164893866,8.504756173102617e-13
setosa,setosa,0.9949969178834375,3.0785490790985697e-06,0.00500000356748348
setosa,setosa,0.9999998401547245,1.594742725283338e-07,3.710029048112867e-10
setosa,setosa,0.9849999629932806,0.015000036988831003,1.788826569135628e-11
setosa,setosa,0.999999998457199,1.5386387961540887e-09,4.162237361453066e-12
setosa,setosa,0.999999997660575,2.3377674486846384e-09,1.6575258072624373e-12
setosa,setosa,0.9999999959568219,4.033511715387635e-09,9.666354336538306e-12
setosa,setosa,0.9999999941989562,5.795664471880178e-09,5.379214952890935e-12
versicolor,versicolor,0.004699860430799262,0.9902129051815087,0.0047870948184912466
versicolor,versicolor,1.064109524351156e-48,0.9685465327578748,0.025849387104701808
versicolor,versicolor,0.005027279125857682,0.9754404145838109,0.005083157825451424
versicolor,versicolor,5.199342799938252e-17,0.9651942136899851,0.022111772811563332
versicolor,versicolor,0.004889806896904195,0.9722225694505154,0.01157819163656445
versicolor,versicolor,5.840464717667652e-33,0.9877389129938792,0.010540414197924883
versicolor,versicolor,1.643605684837868e-36,0.9760246466376266,0.01798424280465548
versicolor,versicolor,4.946896240308576e-44,0.953945946766787,0.04036960256692433
versicolor,versicolor,2.1044250964664903e-16,0.9945308703739866,0.005469129626013191
versicolor,versicolor,0.005507711534252409,0.9762629979878834,0.017497777509691406
virginica,virginica,0.005,0.0005588000627610318,0.9944411999372389
virginica,virginica,0.005,0.011750623875666276,0.9832493761243337
virginica,virginica,1.3919291407894365e-71,0.26061671290557326,0.7334411735543056
virginica,virginica,9.88894901419625e-118,0.007846187165472234,0.9867527983621822
virginica,virginica,1.683493720316244e-120,0.00020442847073705558,0.999795571529263
virginica,virginica,1.2706849333955365e-104,0.0112620353222009,0.9831551836281781
virginica,virginica,0.005,0.0635597023982558,0.9256941869672581
virginica,virginica,0.005,0.06161104001291637,0.9321179619263605
virginica,virginica,1.231870008893377e-93,0.011993066042600847,0.9880069339573991
virginica,virginica,1.6567089007886448e-66,0.31274108006481904,0.6805934608039771
