y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.99,0.0,0.01
setosa,setosa,0.97,0.02,0.01
setosa,setosa,0.98,0.02,0.0
setosa,setosa,0.99,0.01,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.97,0.01,0.02
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.82,0.18,0.0
setosa,setosa,1.0,0.0,0.0
versicolor,virginica,0.0,0.32,0.68
versicolor,versicolor,0.01,0.78,0.21
versicolor,virginica,0.0,0.29,0.71
versicolor,versicolor,0.0,0.97,0.03
versicolor,versicolor,0.0,0.54,0.46
versicolor,versicolor,0.01,0.94,0.05
versicolor,versicolor,0.0,0.81,0.19
versicolor,versicolor,0.0,0.97,0.03
versicolor,virginica,0.0,0.15,0.85
versicolor,versicolor,0.02,0.98,0.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.01,0.18,0.81
virginica,virginica,0.0,0.04,0.96
virginica,virginica,0.0,0.23,0.77
virginica,virginica,0.01,0.04,0.95
virginica,virginica,0.0,0.06,0.94
virginica,versicolor,0.0,1.0,0.0
virginica,virginica,0.01,0.01,0.98
virginica,virginica,0.02,0.02,0.96
virginica,virginica,0.1,0.0,0.9
