y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.95,0.02,0.03
setosa,setosa,0.98,0.0,0.02
setosa,setosa,0.93,0.0,0.07
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.91,0.09,0.0
setosa,setosa,0.9,0.05,0.05
setosa,setosa,0.93,0.07,0.0
setosa,setosa,0.95,0.04,0.01
setosa,setosa,0.96,0.03,0.01
versicolor,versicolor,0.0,0.73,0.27
versicolor,versicolor,0.01,0.78,0.21
versicolor,versicolor,0.0,0.95,0.05
versicolor,virginica,0.0,0.28,0.72
versicolor,versicolor,0.05,0.91,0.04
versicolor,versicolor,0.02,0.92,0.06
versicolor,versicolor,0.03,0.79,0.18
versicolor,versicolor,0.0,0.54,0.46
versicolor,versicolor,0.01,0.99,0.0
versicolor,versicolor,0.0,0.92,0.08
virginica,virginica,0.0,0.05,0.95
virginica,virginica,0.09,0.0,0.91
virginica,virginica,0.0,0.17,0.83
virginica,virginica,0.02,0.48,0.5
virginica,virginica,0.0,0.44,0.56
virginica,virginica,0.0,0.1,0.9
virginica,virginica,0.06,0.0,0.94
virginica,versicolor,0.0,0.52,0.48
virginica,versicolor,0.0,0.74,0.26
virginica,virginica,0.0,0.0,1.0
