y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.78,0.22,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.98,0.02,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.98,0.02,0.0
setosa,setosa,0.97,0.03,0.0
setosa,setosa,0.93,0.07,0.0
setosa,setosa,0.93,0.03,0.04
versicolor,versicolor,0.02,0.84,0.14
versicolor,versicolor,0.0,0.85,0.15
versicolor,versicolor,0.03,0.85,0.12
versicolor,versicolor,0.0,0.98,0.02
versicolor,versicolor,0.02,0.91,0.07
versicolor,versicolor,0.01,0.96,0.03
versicolor,versicolor,0.0,0.99,0.01
versicolor,versicolor,0.01,0.96,0.03
versicolor,versicolor,0.0,0.79,0.21
versicolor,versicolor,0.01,0.95,0.04
virginica,virginica,0.0,0.11,0.89
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.0,0.08,0.92
virginica,virginica,0.0,0.03,0.97
virginica,virginica,0.05,0.0,0.95
virginica,virginica,0.0,0.07,0.93
virginica,virginica,0.0,0.16,0.84
virginica,virginica,0.0,0.05,0.95
virginica,virginica,0.0,0.1,0.9
virginica,virginica,0.0,0.43,0.57
