y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,1.9795139969789018e-18,7.043420678239374e-27
setosa,setosa,1.0,2.7123702222912305e-17,2.2569777900315632e-26
setosa,setosa,1.0,1.3707703772152059e-18,1.8360712502229133e-27
setosa,setosa,1.0,1.8636877280034562e-17,2.73486103062888e-26
setosa,setosa,1.0,5.67625342657235e-19,2.737715065270967e-27
setosa,setosa,0.9999999999999925,7.44764780933562e-15,1.5066007226915722e-22
setosa,setosa,1.0,8.938276396668177e-18,2.1907422840526945e-26
setosa,setosa,1.0,9.868206935169698e-18,2.9578181134519593e-26
setosa,setosa,1.0,9.829500436747383e-18,8.993957557985955e-27
setosa,setosa,1.0,7.017280528433548e-18,1.2102713264595133e-26
versicolor,versicolor,2.3122235093101017e-95,0.8250665961842256,0.16085895183766458
versicolor,versicolor,3.530104170066188e-89,0.9635500300863031,0.02956371485326524
versicolor,versicolor,5.108156792834918e-108,0.7045195604596639,0.2852383557000438
versicolor,versicolor,1.4967608027191274e-62,0.9999894598826893,1.0540117310636163e-05
versicolor,versicolor,2.171787958801116e-94,0.8687287119215403,0.12551982465092273
versicolor,versicolor,7.65001707316306e-80,0.9996036638799695,0.00039633612003048686
versicolor,versicolor,5.276365691655993e-101,0.7380671572101092,0.2545422895720907
versicolor,versicolor,0.01,0.9899999433829495,5.6617050442939316e-08
versicolor,versicolor,2.1640891987660918e-86,0.9919361718935169,0.008063828106483172
versicolor,versicolor,5.774676526047417e-62,0.989965978154743,0.010034021845257101
virginica,virginica,2.1042541090430398e-223,3.4373023379410816e-11,0.999999999965627
virginica,virginica,5.391391292148011e-134,0.039958790167515974,0.954151347180116
virginica,virginica,1.0091668855155415e-193,2.7916213439211116e-08,0.9999999720837865
virginica,virginica,1.1404025286458929e-154,0.0006904180579648241,0.9993095819420352
virginica,virginica,1.5028728201732915e-191,8.51720814660497e-08,0.9999999148279186
virginica,virginica,7.863191572801747e-239,1.8906617017982232e-11,0.9999999999810933
virginica,versicolor,6.154361794207479e-96,0.8,0.2
virginica,virginica,9.882083710390553e-200,0.005000147637545966,0.9949998523624539
virginica,virginica,8.90134492823477e-168,0.01899734050597551,0.9762851679421733
virginica,virginica,1.272805939756319e-233,2.2146546913029487e-13,0.9999999999997784
