y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9880945782747579,0.008566518973957106,0.0033389027512850506
setosa,setosa,0.9926742902391625,0.004382683458933846,0.0029430263019035847
setosa,setosa,0.9896752537430089,0.005222008148774513,0.0051027381082166005
setosa,setosa,0.9884134085782561,0.008232458627475738,0.0033541327942680937
setosa,setosa,0.9914410485269816,0.005142020834440956,0.003416930638577347
setosa,setosa,0.9864900774553385,0.010343491458266723,0.00316643108639471
setosa,setosa,0.9919336719091736,0.005164516208962589,0.00290181188186388
setosa,setosa,0.9930817147393899,0.004068531625264214,0.0028497536353458714
setosa,setosa,0.9930137722199546,0.004120114733142304,0.00286611304690307
setosa,setosa,0.992131852144549,0.00476012149446903,0.0031080263609820006
versicolor,virginica,0.004093899521168561,0.35570406766099044,0.640202032817841
versicolor,versicolor,0.002468003521256903,0.9874309824716065,0.010101014007136661
versicolor,versicolor,0.0033527218473246505,0.5769470756121775,0.4197002025404979
versicolor,versicolor,0.0024746360800148542,0.931589001325247,0.06593636259473817
versicolor,versicolor,0.002928761195267156,0.9932131424260282,0.0038580963787045943
versicolor,versicolor,0.0032553225306464657,0.9870351790534384,0.00970949841591512
versicolor,versicolor,0.0046528892717688656,0.8392519629938058,0.1560951477344252
versicolor,virginica,0.003363993014103155,0.20921552183003714,0.7874204851558597
versicolor,versicolor,0.002125999576106748,0.9681718217972812,0.029702178626612057
versicolor,versicolor,0.00397230501480122,0.9947253494510949,0.0013023455341038572
virginica,virginica,0.0022731772546561086,0.0016905435649131161,0.9960362791804309
virginica,virginica,0.002254998715841091,0.04683894559490619,0.9509060556892527
virginica,virginica,0.004659839833400489,0.0062395925692208965,0.9891005675973786
virginica,virginica,0.0026506187708820192,0.1713715407771295,0.8259778404519884
virginica,virginica,0.002431912544079359,0.005105553008341021,0.9924625344475795
virginica,virginica,0.0030099653875544914,0.015469954536268956,0.9815200800761766
virginica,virginica,0.0025198609079233845,0.16544392767316116,0.8320362114189155
virginica,virginica,0.0029215151981303524,0.14473237020392188,0.8523461145979478
virginica,virginica,0.0019852685411123816,0.0006712619314498803,0.9973434695274377
virginica,virginica,0.0044329936623260175,0.181269889817675,0.8142971165199988
