y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9930654039958494,0.003853054869737213,0.0030815411344134167
setosa,setosa,0.9933552187546192,0.003454373881717304,0.00319040736366346
setosa,setosa,0.9920255721098516,0.0046145924185710735,0.003359835471577271
setosa,setosa,0.9891643289578352,0.005722455642201009,0.00511321539996376
setosa,setosa,0.9649965156211989,0.029533815264775675,0.005469669114025456
setosa,setosa,0.9570287021300655,0.0320493002259313,0.010921997644003213
setosa,setosa,0.9914910135334982,0.00499257976897513,0.00351640669752655
setosa,setosa,0.9938771295109563,0.003343894547670985,0.0027789759413727176
setosa,setosa,0.9670013248969966,0.028979454239501243,0.004019220863502294
setosa,setosa,0.992651038323793,0.004175391131520487,0.0031735705446864966
versicolor,versicolor,0.012911926118449383,0.9685680219282677,0.018520051953282747
versicolor,versicolor,0.0026949670594827455,0.9892450666753221,0.008059966265195185
versicolor,versicolor,0.0058963756718922004,0.9883710862705806,0.005732538057527147
versicolor,versicolor,0.0023080927517278387,0.9274547027554132,0.07023720449285911
versicolor,versicolor,0.004550733130342488,0.9934783157452403,0.001970951124417212
versicolor,versicolor,0.0037827085312425006,0.9887768766866106,0.0074404147821468935
versicolor,versicolor,0.0030366665531897214,0.9740341162327046,0.0229292172141056
versicolor,versicolor,0.003301367500798224,0.9954959489015394,0.0012026835976625065
versicolor,versicolor,0.006764428473343143,0.8524109918097919,0.14082457971686485
versicolor,versicolor,0.002382946957438271,0.9929077386702119,0.0047093143723499
virginica,virginica,0.0028548166674422027,0.04347619807315342,0.9536689852594044
virginica,virginica,0.002250822026112995,0.006996859122933414,0.9907523188509536
virginica,virginica,0.001960205769159173,0.0027734674572268835,0.9952663267736139
virginica,virginica,0.002237996923913579,0.07375093140791927,0.9240110716681671
virginica,virginica,0.0027833540745133252,0.0057319366988128504,0.9914847092266736
virginica,virginica,0.002498595416464874,0.005210351625111296,0.9922910529584239
virginica,virginica,0.002243604919838124,0.06610652046983635,0.9316498746103256
virginica,virginica,0.005575542815039234,0.006002715712201251,0.9884217414727595
virginica,virginica,0.009062977264730822,0.0065520023159364536,0.9843850204193327
virginica,versicolor,0.006217478960993012,0.7736429622146693,0.22013955882433764
