y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9608390210790713,0.02478024903902497,0.014380729881903894
setosa,setosa,0.9605660636034453,0.024793313842106115,0.014640622554448729
setosa,setosa,0.9579408991062132,0.022624197294278853,0.019434903599508096
setosa,setosa,0.958776884961406,0.02312518700952579,0.018097928029068074
setosa,setosa,0.9630838984281457,0.022973117643056932,0.013942983928797465
setosa,setosa,0.9686992741263449,0.017348551023269487,0.013952174850385475
setosa,setosa,0.9655710424659081,0.01820472663772852,0.016224230896363392
setosa,setosa,0.9652138612569545,0.018002383875864298,0.016783754867181193
setosa,setosa,0.9563073288366558,0.026845449466161155,0.016847221697183102
setosa,setosa,0.9690144813392999,0.017106470548923964,0.01387904811177611
versicolor,versicolor,0.009699138372541632,0.9817440444783025,0.008556817149155908
versicolor,versicolor,0.01332227576582436,0.9794533225501303,0.00722440168404556
versicolor,versicolor,0.00885148429926772,0.9867824751155483,0.00436604058518395
versicolor,virginica,0.010871713752892077,0.44881451673465683,0.540313769512451
versicolor,versicolor,0.01236031954894854,0.9073052162722441,0.08033446417880748
versicolor,versicolor,0.024860423280721116,0.9096066930659168,0.06553288365336214
versicolor,versicolor,0.014817178764368218,0.9257955275623475,0.059387293673284255
versicolor,versicolor,0.013689266560837847,0.9573388572399171,0.028971876199245128
versicolor,versicolor,0.012861862361134778,0.9788402614666957,0.008297876172169415
versicolor,versicolor,0.00680910439911053,0.973792192694295,0.019398702906594654
virginica,virginica,0.013383463301850373,0.023799829811924526,0.9628167068862252
virginica,virginica,0.03256196420875454,0.07671434414228885,0.8907236916489563
virginica,virginica,0.00933592065885775,0.003864578884157532,0.9867995004569847
virginica,versicolor,0.012193573351119367,0.748041015583186,0.23976541106569468
virginica,versicolor,0.0159672525460577,0.5420710668725631,0.441961680581379
virginica,virginica,0.013608613971695811,0.01572944197174875,0.9706619440565553
virginica,virginica,0.017535337923470208,0.011085855864957807,0.9713788062115719
virginica,virginica,0.011555042017158896,0.08676733666045251,0.9016776213223888
virginica,virginica,0.01268229892980228,0.3369774138144054,0.6503402872557926
virginica,virginica,0.009807103186636586,0.017241192969941088,0.9729517038434224
