y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9999999404576552,5.953886041789123e-08,3.4844283209588004e-12
setosa,setosa,0.9999999539800852,4.601728102625192e-08,2.6338042510175852e-12
setosa,setosa,0.9999999863146475,1.3684653598305822e-08,6.988405208956727e-13
setosa,setosa,0.9999999642467563,3.5751242614380384e-08,2.001088006178266e-12
setosa,setosa,0.9999999591785083,4.081918001499919e-08,2.311828042086149e-12
setosa,setosa,0.9999922763066111,7.72303543411171e-06,6.579548285092854e-10
setosa,setosa,0.9999999792493515,2.074954407262998e-08,1.1044753194926667e-12
setosa,setosa,0.9999998979651219,1.0202863069271982e-07,6.247382900443903e-12
setosa,setosa,0.9999999861150729,1.3884217040632167e-08,7.100990320673523e-13
setosa,setosa,0.9999999341057324,6.589037804683281e-08,3.8895979356020526e-12
versicolor,virginica,5.0055254019019856e-64,0.4656188018777194,0.5343811981222805
versicolor,versicolor,4.033011459730805e-53,0.7853073724310193,0.21469262756898078
versicolor,virginica,5.202473314703413e-70,0.28694817501287784,0.713051824987122
versicolor,versicolor,3.3820982303725075e-33,0.9817724805840479,0.018227519415952107
versicolor,versicolor,8.362610992460454e-58,0.6629878707576778,0.3370121292423221
versicolor,versicolor,6.832429267025814e-45,0.9167670174314942,0.08323298256850564
versicolor,versicolor,5.1065293327185795e-58,0.656652797468709,0.34334720253129114
versicolor,versicolor,5.4986999967365877e-14,0.9987054592196615,0.0012945407802838038
versicolor,versicolor,1.8471648126108485e-56,0.7014139957917771,0.29858600420822284
versicolor,versicolor,9.654113833506258e-29,0.9900175702732791,0.009982429726720816
virginica,virginica,4.532981473377865e-111,0.002274204198457326,0.9977257958015427
virginica,virginica,2.4042544922883916e-68,0.33264177034932896,0.6673582296506709
virginica,virginica,9.831903024706583e-115,0.0014403172545489485,0.9985596827454511
virginica,virginica,1.9996786356593208e-88,0.03747838756492319,0.9625216124350767
virginica,virginica,1.7510159986689837e-103,0.005852242001916622,0.9941477579980833
virginica,virginica,1.14146130353367e-150,1.6464752915433162e-05,0.9999835352470845
virginica,versicolor,1.1340619325425647e-41,0.9444890540402585,0.05551094595974144
virginica,virginica,9.669893026538379e-129,0.000251451969646226,0.9997485480303538
virginica,virginica,2.6661827884391683e-102,0.006779756099284238,0.9932202439007158
virginica,virginica,5.070904099618817e-128,0.0002750239843740104,0.999724976015626
