y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9908675054935258,0.00490840120901962,0.004224093297454613
setosa,setosa,0.9905509108286532,0.004952141227897553,0.004496947943449299
setosa,setosa,0.9892207669464808,0.005891266890855344,0.004887966162663848
setosa,setosa,0.9861116906362206,0.006654400031077362,0.007233909332702035
setosa,setosa,0.9626119908213705,0.030508625439845345,0.006879383738784208
setosa,setosa,0.9559114199630863,0.033660781020588816,0.010427799016324941
setosa,setosa,0.9897578655907526,0.005684357182858393,0.004557777226389016
setosa,setosa,0.991837508429217,0.004404584395468866,0.0037579071753140597
setosa,setosa,0.9650649171008124,0.029956290609236054,0.004978792289951576
setosa,setosa,0.9910304179183758,0.004762051774622114,0.004207530307002013
versicolor,versicolor,0.008183241873488567,0.971963422728679,0.0198533353978326
versicolor,versicolor,0.0024627604989652173,0.9928328139495943,0.004704425551440437
versicolor,versicolor,0.0044017900297611025,0.9904209832684723,0.005177226701766571
versicolor,versicolor,0.0023447970169028563,0.9344660889127747,0.06318911407032236
versicolor,versicolor,0.0032758186338883236,0.9955640567001383,0.0011601246659733893
versicolor,versicolor,0.0037774708001875614,0.9900144060205556,0.006208123179256851
versicolor,versicolor,0.0025775405763006163,0.982008677697084,0.015413781726615382
versicolor,versicolor,0.0032100337395643665,0.9958703544437633,0.0009196118166723546
versicolor,versicolor,0.004414111719583457,0.8861355468813459,0.10945034139907066
versicolor,versicolor,0.0023670661216934454,0.9935431537348387,0.0040897801434678065
virginica,virginica,0.0028135551081549656,0.03704019051871995,0.9601462543731251
virginica,virginica,0.0022769254370715334,0.006567373556574376,0.9911557010063541
virginica,virginica,0.002223259753484149,0.002338906368208963,0.9954378338783069
virginica,virginica,0.0023838251671344517,0.07267993432101458,0.924936240511851
virginica,virginica,0.003625810858317095,0.006064555360249335,0.9903096337814336
virginica,virginica,0.002950474030660122,0.004808787476472974,0.9922407384928669
virginica,virginica,0.0022672270980461946,0.06525004911740676,0.9324827237845471
virginica,virginica,0.005060077878199987,0.005119167648848274,0.9898207544729517
virginica,virginica,0.007959431845711063,0.003669666411283937,0.988370901743005
virginica,versicolor,0.004601748586335127,0.7039340057836319,0.291464245630033
