y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.989321789847579,0.006942466190481958,0.0037357439619390737
setosa,setosa,0.9778395200466952,0.01090361731756121,0.011256862635743546
setosa,setosa,0.9845301790096784,0.005646607809945885,0.009823213180375736
setosa,setosa,0.9723788682713602,0.005459763051552067,0.022161368677087675
setosa,setosa,0.989237137508207,0.0070411951892040605,0.0037216673025888053
setosa,setosa,0.9700878243914318,0.026365984528648793,0.0035461910799193717
setosa,setosa,0.9671587584544682,0.016947423024241532,0.01589381852129023
setosa,setosa,0.974142376695098,0.02178494691508682,0.004072676389815167
setosa,setosa,0.9790865043239791,0.01413323710306262,0.006780258572958275
setosa,setosa,0.9825866997364329,0.011541340601329185,0.005871959662237903
versicolor,versicolor,0.002202188862938242,0.8627442834232554,0.13505352771380635
versicolor,versicolor,0.005026073281729908,0.8778320929869876,0.11714183373128251
versicolor,versicolor,0.0026461512941239186,0.9709360417058677,0.026417807000008422
versicolor,virginica,0.0026853030221380804,0.3420654698385503,0.6552492271393116
versicolor,versicolor,0.016816043718304894,0.9620814716747731,0.02110248460692206
versicolor,versicolor,0.014686267858323415,0.9260829332630311,0.05923079887864546
versicolor,versicolor,0.011732207498397616,0.711015307166514,0.27725248533508845
versicolor,versicolor,0.002918858609246035,0.5955070002363323,0.4015741411544217
versicolor,versicolor,0.008875066748502372,0.9835576145704537,0.007567318681043929
versicolor,versicolor,0.0019480441653835466,0.9059087897197717,0.0921431661148447
virginica,virginica,0.0023086913824229174,0.015253555677323657,0.9824377529402535
virginica,virginica,0.031857505133493016,0.023296039454593815,0.9448464554119133
virginica,virginica,0.002180670592642017,0.053319157770673406,0.9445001716366845
virginica,virginica,0.007911718948932818,0.4560057973667592,0.5360824836843079
virginica,virginica,0.0026085476419704613,0.36041357468231006,0.6369778776757193
virginica,virginica,0.0030749876398928158,0.02912641378862604,0.9677985985714811
virginica,virginica,0.01877196624790842,0.04354427123961396,0.9376837625124775
virginica,virginica,0.00337412222705928,0.33416596231115475,0.662459915461786
virginica,versicolor,0.003360429741898225,0.6822165751348326,0.31442299512326916
virginica,virginica,0.0024530320325764,0.012790167022951522,0.984756800944472
