y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,1.2390314833759486e-16,3.2341005076537647e-25
setosa,setosa,0.99999999999998,1.992906904340732e-14,1.4700246045870574e-22
setosa,setosa,1.0,5.994049586112111e-21,3.1292696300072953e-28
setosa,setosa,1.0,2.66198626890854e-20,2.029786683309197e-27
setosa,setosa,1.0,3.9119948257040936e-17,1.0268084303886626e-25
setosa,setosa,1.0,1.890454700578881e-18,6.151611187088639e-27
setosa,setosa,0.9810841926462686,0.010322803603316198,4.926303784687025e-26
setosa,setosa,1.0,4.7251612035527985e-20,4.717311914752005e-28
setosa,setosa,1.0,3.320503864523709e-18,5.5993555547468236e-27
setosa,setosa,1.0,1.129810252231262e-17,6.701912483094538e-26
versicolor,versicolor,1.7002110312653026e-50,0.9999987546944258,1.2453055741394357e-06
versicolor,versicolor,4.394661771638561e-44,0.9999995987541592,4.0124584074221015e-07
versicolor,versicolor,1.2674420113123546e-57,0.9999895586529322,1.0441347067936365e-05
versicolor,virginica,9.967438808985066e-123,0.32995633203940744,0.664642768470562
versicolor,versicolor,0.005,0.9664845995817318,0.02851540041826805
versicolor,versicolor,0.005,0.9144996212968944,0.06835564266042504
versicolor,versicolor,1.981510636238833e-102,0.9579394379184236,0.034800123025493485
versicolor,versicolor,1.2655157476138999e-81,0.9717343840235717,0.02155393168510814
versicolor,versicolor,5.3296724963667335e-67,0.9999178134629809,8.218653701903672e-05
versicolor,versicolor,2.6388847708778023e-64,0.9999797416403899,2.025835961008284e-05
virginica,virginica,3.8782509064220017e-202,9.697292481382055e-07,0.9999990302707519
virginica,virginica,0.005,4.773372012747784e-10,0.9949999995226627
virginica,virginica,1.1958486218650844e-187,7.408878266872486e-07,0.9999992591121734
virginica,versicolor,6.220428330379183e-119,0.7378389963988992,0.25609055832678135
virginica,versicolor,9.941313239897993e-139,0.5378187004833079,0.4543356907825204
virginica,virginica,4.8484713223054825e-232,1.0822929606201061e-10,0.9999999998917707
virginica,virginica,2.443989673855823e-201,3.218820191466049e-09,0.9999999967811798
virginica,virginica,2.8406748945142057e-155,0.04600496843985469,0.9484621187194948
virginica,virginica,2.0952623150646847e-119,0.33646416639550103,0.6572549455449497
virginica,virginica,2.440479470674053e-172,3.1451423608015817e-06,0.9999968548576391
