y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,8.604719735630545e-19,1.595798173310367e-26
setosa,setosa,1.0,2.2181973664684714e-18,1.7046342220758828e-26
setosa,setosa,1.0,1.8466852773069137e-19,6.736699980596353e-28
setosa,setosa,1.0,2.8752287162460157e-20,3.7976511078424167e-29
setosa,setosa,0.9702239816427409,0.016017250879690696,3.762852093366214e-27
setosa,setosa,0.96,0.027321562041177635,4.246361901672322e-25
setosa,setosa,1.0,1.7823696604978495e-17,8.347603596004383e-26
setosa,setosa,1.0,4.931311913784285e-18,1.5569243172447685e-26
setosa,setosa,0.9751298342016248,0.014912581218472111,7.755394414125154e-23
setosa,setosa,1.0,1.3384168920808156e-18,1.188400857922229e-26
versicolor,versicolor,5.6822379862869474e-42,0.9899999560934245,0.010000043906575745
versicolor,versicolor,3.0442516674412738e-89,0.9985661302526359,0.0014338697473641826
versicolor,versicolor,8.66081699035798e-63,0.9949978531624594,0.005002146837540646
versicolor,versicolor,4.9907385086512174e-108,0.9739321778255494,0.02137822814064473
versicolor,versicolor,6.157996177998506e-57,0.9999932778502081,6.722149791925589e-06
versicolor,versicolor,9.027725246895931e-98,0.9919922401661745,0.004408486524688216
versicolor,versicolor,7.462880678446546e-101,0.9961099707979347,0.0038900292020653386
versicolor,versicolor,5.675711462646894e-65,0.9999918873388665,8.112661133569045e-06
versicolor,versicolor,3.704432738530689e-105,0.89,0.11
versicolor,versicolor,2.33383508451657e-60,0.9949975507121847,0.003179560286935613
virginica,virginica,4.226548502343717e-165,0.03521894514914791,0.9647810548508522
virginica,virginica,1.6810124173058584e-169,0.0018646111501366823,0.9981353888498633
virginica,virginica,3.655905521013416e-198,2.963820711480132e-06,0.9999970361792885
virginica,virginica,1.8472924037100222e-155,0.038136465358481315,0.9580089463821833
virginica,virginica,1.1410683346898305e-191,0.0021291107204986703,0.9906192675628671
virginica,virginica,5.19558855480214e-198,0.004617574952945947,0.9949998182568265
virginica,virginica,2.7835536457622946e-175,0.030500098234813484,0.9649654475690943
virginica,virginica,1.021455272280954e-295,3.532221978265373e-12,0.9999999999964677
virginica,virginica,3.538e-321,1.945836332208214e-12,0.9999999999980542
virginica,versicolor,3.504407251453818e-128,0.7,0.30000000000000004
