y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9842357743585815,0.01181524665901881,0.003948978982399617
setosa,setosa,0.9881070064522393,0.005560152658574214,0.00633284088918661
setosa,setosa,0.9810431018451398,0.014805667105146275,0.004151231049714017
setosa,setosa,0.988153583256669,0.0053640226308051715,0.006482394112525682
setosa,setosa,0.9791157963875283,0.01426990666107596,0.006614296951395591
setosa,setosa,0.9912606827217549,0.004896150936987009,0.0038431663412579167
setosa,setosa,0.9713831956162824,0.014525332945554782,0.014091471438162778
setosa,setosa,0.9841105979489531,0.006993554933515195,0.008895847117531785
setosa,setosa,0.9295325600012365,0.06625587354439155,0.00421156645437194
setosa,setosa,0.9909324538365558,0.0051268195948784056,0.003940726568565676
versicolor,versicolor,0.026566054224266087,0.6501251870977159,0.32330875867801795
versicolor,versicolor,0.0047303475515732794,0.8759545399627833,0.11931511248564365
versicolor,virginica,0.010195380130328726,0.47683251939718796,0.5129721004724833
versicolor,versicolor,0.004950829674643408,0.9386118958718643,0.05643727445349228
versicolor,versicolor,0.0032921704623563755,0.6052649535896572,0.39144287594798644
versicolor,versicolor,0.007172175954015525,0.9743410791405976,0.018486744905386817
versicolor,versicolor,0.015132048124096985,0.7819618601893177,0.20290609168658547
versicolor,versicolor,0.013823435902573566,0.9615107775633727,0.024665786534053852
versicolor,versicolor,0.015692278507811918,0.8921940336033842,0.09211368788880388
versicolor,versicolor,0.002387491296645299,0.9941607637403986,0.0034517449629561017
virginica,virginica,0.002445707411880762,0.0024622198081453903,0.9950920727799738
virginica,virginica,0.002887384489556524,0.241011537838625,0.7561010776718186
virginica,virginica,0.0024204403229574198,0.004792248374127507,0.9927873113029151
virginica,virginica,0.0025885613055910053,0.032887581039779325,0.9645238576546297
virginica,virginica,0.007325602566292409,0.009917135240330083,0.9827572621933776
virginica,virginica,0.003124377203329212,0.0029284928755210814,0.9939471299211498
virginica,versicolor,0.0027906280233535325,0.8993209717881921,0.0978884001884544
virginica,virginica,0.0023932826902105446,0.0021858289466485077,0.9954208883631409
virginica,virginica,0.0024731793239194002,0.020399014746022827,0.9771278059300578
virginica,virginica,0.034341566299256075,0.00681618933167763,0.9588422443690663
