y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
versicolor,versicolor,0.0,0.92,0.08
versicolor,versicolor,0.0,0.99,0.01
versicolor,versicolor,0.0,0.75,0.25
versicolor,versicolor,0.0,0.99,0.01
versicolor,versicolor,0.0,0.99,0.01
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.02,0.9,0.08
versicolor,versicolor,0.02,0.98,0.0
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.98,0.02
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.04,0.96
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,versicolor,0.0,0.8,0.2
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.0,0.0,1.0
