y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9672872647085332,0.017769759460351024,0.014942975831115582
setosa,setosa,0.9613659288863711,0.023606624685472605,0.015027446428156259
setosa,setosa,0.9581207161250774,0.02258643115358273,0.019292852721339727
setosa,setosa,0.9595154732071081,0.0218390520848979,0.01864547470799383
setosa,setosa,0.9669487050814103,0.01816462573427166,0.01488666918431773
setosa,setosa,0.9703513297443198,0.015463905942714296,0.01418476431296584
setosa,setosa,0.9686351529163406,0.01778957306768265,0.013575274015976834
setosa,setosa,0.9665695075037368,0.017139786937337417,0.016290705558925773
setosa,setosa,0.9663460238820663,0.016532941826737205,0.017121034291196355
setosa,setosa,0.970346830147817,0.016165331214215026,0.013487838637968048
versicolor,versicolor,0.008808755451752968,0.9257689657764736,0.06542227877177338
versicolor,versicolor,0.010104293126919633,0.9346461722907972,0.055249534582283114
versicolor,versicolor,0.010584605176495674,0.9486133816902765,0.04080201313322787
versicolor,virginica,0.010741212088552322,0.4203840652725437,0.5688747226389039
versicolor,versicolor,0.017264174873219573,0.9611384144121773,0.0215974107146032
versicolor,versicolor,0.038745071433293664,0.9298340715129664,0.03142085705374009
versicolor,versicolor,0.016928829993590463,0.669275036411958,0.3137961335944515
versicolor,virginica,0.01167543443698414,0.4234363428849057,0.56488822267811
versicolor,versicolor,0.02550026699400949,0.9587552813692648,0.015744451636725495
versicolor,versicolor,0.007792176661534186,0.9137836627110772,0.07842416062738854
virginica,virginica,0.00923476552969167,0.010604495443256581,0.9801607390270517
virginica,virginica,0.037430020533972055,0.09312815775559953,0.8694418217104283
virginica,virginica,0.008722682370568068,0.023112137464472538,0.9681651801649592
virginica,virginica,0.01164687579573127,0.41837331028239527,0.569979813921873
virginica,virginica,0.010434190567881845,0.2491100441668502,0.7404557652652678
virginica,virginica,0.012299950559571263,0.016486552253864955,0.9712134971865636
virginica,virginica,0.015087864991633679,0.14991752542918158,0.8349946095791846
virginica,virginica,0.01349648890823712,0.2729641307294967,0.7135393803622662
virginica,versicolor,0.0134417189675929,0.7341118520781524,0.2524464289542544
virginica,virginica,0.0098121281303056,0.04259687595867716,0.947590995911017
