sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-0.9006811702978099,1.0190043519716065,-1.3402265266227635,-1.3154442950077407,setosa
-1.0218490407414607,1.2492011182302531,-1.3402265266227635,-1.3154442950077407,setosa
-0.5371775589668552,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,setosa
-1.2641847816287635,0.7888075857129598,-1.2265516727955572,-1.3154442950077407,setosa
-0.1736739476359015,3.0907752482994253,-1.2833890997091604,-1.052179926427139,setosa
-0.5371775589668552,1.939791417006192,-1.3970639535363667,-1.052179926427139,setosa
-1.5065205225160663,1.2492011182302531,-1.567576234277176,-1.3154442950077407,setosa
-0.779513299854158,1.0190043519716065,-1.2833890997091604,-1.3154442950077407,setosa
-0.779513299854158,0.7888075857129598,-1.3402265266227635,-1.3154442950077407,setosa
-0.779513299854158,2.400184949523484,-1.2833890997091604,-1.4470764792980415,setosa
-1.0218490407414607,1.0190043519716065,-1.3970639535363667,-1.18381211071744,setosa
-1.748856263403368,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,setosa
-0.9006811702978099,1.7095946507475455,-1.056039392054748,-1.052179926427139,setosa
0.6745011454696578,0.3284140531956675,0.42173370769893376,0.3957741007661703,versicolor
-1.0218490407414607,-2.43394714190809,-0.1466405614370976,-0.262386820685334,versicolor
1.0380047568006114,0.09821728693702086,0.3648962807853308,0.2641419164758693,versicolor
-0.29484181807955345,-0.1319794793216258,0.42173370769893376,0.3957741007661703,versicolor
-0.052506077192250644,-0.8225697780975647,0.194384000044521,-0.262386820685334,versicolor
0.9168368863569595,-0.1319794793216258,0.3648962807853308,0.2641419164758693,versicolor
-0.4160096885232043,-1.5131600768735047,-0.03296570760989124,-0.262386820685334,versicolor
0.18982966369505214,0.7888075857129598,0.42173370769893376,0.5274062850564712,versicolor
1.0380047568006114,0.09821728693702086,0.5354085615261401,0.3957741007661703,versicolor
-0.1736739476359015,-0.36217624558027245,0.25122142695812444,0.13250973218556866,versicolor
2.1285155907934725,-0.1319794793216258,1.6153196728845993,1.1855672065079756,virginica
1.6438441090188678,1.2492011182302531,1.3311325383165837,1.712095943669179,virginica
2.249683461237124,-0.5923730118389191,1.672157099798203,1.0539350222176747,virginica
0.5533332750260058,-0.5923730118389191,0.7627582691805523,0.3957741007661703,virginica
0.6745011454696578,0.09821728693702086,0.9901079768349651,0.7906706536370729,virginica
-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,virginica
0.5533332750260058,-1.282963310614858,0.7059208422669494,0.9223028379273737,virginica
