sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-1.1430169111851116,-0.1319794793216258,-1.3402265266227635,-1.3154442950077407,setosa
-0.052506077192250644,2.169988183264839,-1.4539013804499696,-1.3154442950077407,setosa
-0.5371775589668552,0.7888075857129598,-1.169714245881954,-1.3154442950077407,setosa
-0.9006811702978099,1.4793978844888998,-1.2833890997091604,-1.052179926427139,setosa
-1.1430169111851116,1.2492011182302531,-1.3402265266227635,-1.4470764792980415,setosa
-1.6276883929597172,-1.7433568431321513,-1.3970639535363667,-1.18381211071744,setosa
-0.6583454294105071,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,setosa
1.2803404976879142,0.09821728693702086,0.6490834153533465,0.3957741007661703,versicolor
-1.1430169111851116,-1.5131600768735047,-0.26031541526430396,-0.262386820685334,versicolor
0.9168368863569595,-0.36217624558027245,0.4785711346125367,0.13250973218556866,versicolor
0.310997534138703,-0.5923730118389191,0.13754657313091806,0.13250973218556866,versicolor
0.6745011454696578,-0.36217624558027245,0.3080588538717274,0.13250973218556866,versicolor
0.5533332750260058,-1.7433568431321513,0.3648962807853308,0.13250973218556866,versicolor
-0.29484181807955345,-0.1319794793216258,0.194384000044521,0.13250973218556866,versicolor
-0.4160096885232043,-1.0527665443562113,0.3648962807853308,0.0008775478952676988,versicolor
0.310997534138703,-0.1319794793216258,0.4785711346125367,0.2641419164758693,versicolor
-0.052506077192250644,-1.0527665443562113,0.13754657313091806,0.0008775478952676988,versicolor
-0.1736739476359015,-0.5923730118389191,0.194384000044521,0.13250973218556866,versicolor
1.522676238575216,-0.1319794793216258,1.2174576844893779,1.1855672065079756,virginica
0.5533332750260058,-0.36217624558027245,1.0469454037485681,0.7906706536370729,virginica
-1.1430169111851116,-1.282963310614858,0.42173370769893376,0.659038469346772,virginica
1.7650119794625188,-0.36217624558027245,1.44480739214379,0.7906706536370729,virginica
0.7956690159133086,-0.1319794793216258,0.9901079768349651,0.7906706536370729,virginica
-0.29484181807955345,-0.5923730118389191,0.6490834153533465,1.0539350222176747,virginica
1.0380047568006114,0.5586108194543131,1.1037828306621715,1.1855672065079756,virginica
1.6438441090188678,-0.1319794793216258,1.1606202575757745,0.5274062850564712,virginica
1.8861798499061706,-0.5923730118389191,1.3311325383165837,0.9223028379273737,virginica
1.0380047568006114,0.09821728693702086,1.0469454037485681,1.580463759378878,virginica
1.0380047568006114,0.5586108194543131,1.1037828306621715,1.712095943669179,virginica
0.06866179325140129,-0.1319794793216258,0.7627582691805523,0.7906706536370729,virginica
