sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-1.3853526520724144,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,setosa
-1.5065205225160663,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,setosa
-1.5065205225160663,0.7888075857129598,-1.3402265266227635,-1.18381211071744,setosa
-1.748856263403368,-0.36217624558027245,-1.3402265266227635,-1.3154442950077407,setosa
-1.87002413384702,-0.1319794793216258,-1.5107388073635728,-1.4470764792980415,setosa
-0.9006811702978099,1.0190043519716065,-1.3402265266227635,-1.18381211071744,setosa
-1.748856263403368,-0.1319794793216258,-1.3970639535363667,-1.3154442950077407,setosa
-0.9006811702978099,1.7095946507475455,-1.2265516727955572,-1.3154442950077407,setosa
1.401508368131565,0.3284140531956675,0.5354085615261401,0.2641419164758693,versicolor
0.7956690159133086,-0.5923730118389191,0.4785711346125367,0.3957741007661703,versicolor
-0.779513299854158,-0.8225697780975647,0.08070914621731488,0.2641419164758693,versicolor
0.06866179325140129,-0.1319794793216258,0.25122142695812444,0.3957741007661703,versicolor
0.310997534138703,-0.36217624558027245,0.5354085615261401,0.2641419164758693,versicolor
0.5533332750260058,-1.282963310614858,0.6490834153533465,0.3957741007661703,versicolor
-0.1736739476359015,-1.0527665443562113,-0.1466405614370976,-0.262386820685334,versicolor
0.18982966369505214,-0.8225697780975647,0.7627582691805523,0.5274062850564712,versicolor
-0.4160096885232043,-1.282963310614858,0.13754657313091806,0.13250973218556866,versicolor
-0.9006811702978099,-1.282963310614858,-0.4308276960051133,-0.13075463639503299,versicolor
0.5533332750260058,0.5586108194543131,1.2742951114029808,1.712095943669179,virginica
1.1591726272442622,-0.1319794793216258,0.9901079768349651,1.1855672065079756,virginica
0.6745011454696578,0.3284140531956675,0.8764331230077588,1.448831575088577,virginica
0.18982966369505214,-1.973553609390797,0.7059208422669494,0.3957741007661703,virginica
1.2803404976879142,0.3284140531956675,1.1037828306621715,1.448831575088577,virginica
1.6438441090188678,0.3284140531956675,1.2742951114029808,0.7906706536370729,virginica
0.4321654045823549,-0.5923730118389191,0.5922459884397431,0.7906706536370729,virginica
0.310997534138703,-1.0527665443562113,1.0469454037485681,0.2641419164758693,virginica
2.249683461237124,-0.1319794793216258,1.3311325383165837,1.448831575088577,virginica
0.5533332750260058,0.7888075857129598,1.0469454037485681,1.580463759378878,virginica
1.2803404976879142,0.09821728693702086,0.9332705499213622,1.1855672065079756,virginica
0.7956690159133086,-0.1319794793216258,0.8195956960941558,1.0539350222176747,virginica
