y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.97,0.03,0.0
setosa,setosa,0.99,0.0,0.01
setosa,setosa,0.96,0.04,0.0
setosa,setosa,0.99,0.0,0.01
setosa,setosa,0.95,0.04,0.01
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.92,0.04,0.04
setosa,setosa,0.97,0.01,0.02
setosa,setosa,0.76,0.24,0.0
setosa,setosa,1.0,0.0,0.0
versicolor,versicolor,0.08,0.59,0.33
versicolor,versicolor,0.0,0.95,0.05
versicolor,virginica,0.02,0.38,0.6
versicolor,versicolor,0.01,0.81,0.18
versicolor,versicolor,0.0,0.86,0.14
versicolor,versicolor,0.02,0.94,0.04
versicolor,versicolor,0.04,0.81,0.15
versicolor,versicolor,0.01,0.91,0.08
versicolor,versicolor,0.05,0.88,0.07
versicolor,versicolor,0.0,1.0,0.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.02,0.98
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.0,0.02,0.98
virginica,virginica,0.02,0.03,0.95
virginica,virginica,0.0,0.0,1.0
virginica,versicolor,0.0,0.75,0.25
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.06,0.94
virginica,virginica,0.12,0.0,0.88
