y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9898883773183401,0.005687150158794242,0.004424472522865669
setosa,setosa,0.9899828913599863,0.0055731175269137295,0.004443991113100058
setosa,setosa,0.9899930278448735,0.005286469671922612,0.004720502483203822
setosa,setosa,0.9900508209879517,0.005476433069968201,0.004472745942080103
setosa,setosa,0.9900183900304846,0.005525266433821016,0.004456343535694329
setosa,setosa,0.9848186132173349,0.010183447351478383,0.004997939431186723
setosa,setosa,0.9900943384598733,0.0053274223165472,0.004578239223579563
setosa,setosa,0.9896195361305895,0.0059713001806405725,0.004409163688770044
setosa,setosa,0.9899992944242965,0.005286461819322514,0.004714243756381052
setosa,setosa,0.9898448325851814,0.005736017641029512,0.004419149773789118
versicolor,virginica,0.003687690931594713,0.39106818439450763,0.6052441246738977
versicolor,versicolor,0.0026002165977904042,0.9111643112937943,0.08623547210841538
versicolor,virginica,0.0036046141509936255,0.12778389874165916,0.8686114871073471
versicolor,versicolor,0.0018147926100934508,0.9918219926349231,0.006363214754983465
versicolor,versicolor,0.003398808402395301,0.6704530826046664,0.3261481089929383
versicolor,versicolor,0.001997858962856558,0.9690980715385438,0.028904069498599597
versicolor,versicolor,0.003461119197325979,0.6543057897440065,0.3422330910586675
versicolor,versicolor,0.013201268611185911,0.982761960312888,0.004036771075926203
versicolor,versicolor,0.0030745269278485764,0.8671231374202653,0.1298023356518862
versicolor,versicolor,0.002104230812644558,0.9939617017053236,0.00393406748203183
virginica,virginica,0.0031179253463819636,0.0028222634313048284,0.9940598112223132
virginica,virginica,0.0036592220248116876,0.20223811181696755,0.7941026661582208
virginica,virginica,0.003180569031292503,0.002579109639459732,0.9942403213292478
virginica,virginica,0.0029234368041216544,0.01582442930346694,0.9812521338924113
virginica,virginica,0.0030151666264982553,0.004081567144795599,0.9929032662287061
virginica,virginica,0.004639021365654321,0.005687251225633532,0.9896737274087122
virginica,versicolor,0.0018563517264818374,0.9793801629422283,0.018763485331289853
virginica,virginica,0.003499958750251798,0.002749099056980061,0.9937509421927682
virginica,virginica,0.0030024800312518085,0.004420099352225074,0.9925774206165232
virginica,virginica,0.0034802721088130067,0.0027079702447974857,0.9938117576463895
