y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9923681592011091,0.004632960399032927,0.0029988803998578966
setosa,setosa,0.9909465752921455,0.005617970220200819,0.0034354544876536055
setosa,setosa,0.9895549620045817,0.00578625445396068,0.0046587835414576536
setosa,setosa,0.9902195347785998,0.005410268141181441,0.004370197080218698
setosa,setosa,0.9926110350528186,0.004463747737068103,0.002925217210113333
setosa,setosa,0.9935690930387471,0.003546527138744629,0.0028843798225082337
setosa,setosa,0.9791713508961648,0.01721586332306525,0.0036127857807698076
setosa,setosa,0.9922651212962214,0.004222508588992999,0.003512370114785682
setosa,setosa,0.9911123764949085,0.005132097184300011,0.0037555263207915625
setosa,setosa,0.9935497661837127,0.003595579639986464,0.002854654176300919
versicolor,versicolor,0.001993503945607355,0.9961058656752503,0.0019006303791424064
versicolor,versicolor,0.0025891891227433923,0.9960209681537296,0.0013898427235268427
versicolor,versicolor,0.0023586514361606183,0.9966167660584089,0.0010245825054304974
versicolor,virginica,0.002301730174005311,0.36836992903827703,0.6293283407877176
versicolor,versicolor,0.007145588609654013,0.9587362374296077,0.034118173960738254
versicolor,versicolor,0.012553930481366953,0.928269849947203,0.05917621957143018
versicolor,versicolor,0.0034388756769710245,0.9434861070712424,0.05307501725178673
versicolor,versicolor,0.004248452340395794,0.9328444020407849,0.06290714561881926
versicolor,versicolor,0.00547482978602434,0.9922326485799088,0.0022925216340669717
versicolor,versicolor,0.00151234328856682,0.9933193871944714,0.00516826951696169
virginica,virginica,0.0032120794007939775,0.005976063488772527,0.9908118571104335
virginica,virginica,0.010196232994735922,0.012495832416855264,0.9773079345884088
virginica,virginica,0.0019819579078591367,0.0005302880575195971,0.9974877540346212
virginica,versicolor,0.0027275457636395974,0.615013194809544,0.3822592594268163
virginica,virginica,0.003147834526993386,0.4620090024133112,0.5348431630596955
virginica,virginica,0.0032529791200087894,0.0034166297972403553,0.9933303910827508
virginica,virginica,0.0034874161811968545,0.00405499340729529,0.9924575904115078
virginica,virginica,0.0029264252733253804,0.07321760247578593,0.9238559722508886
virginica,virginica,0.003095285826698756,0.34072483402058007,0.6561798801527212
virginica,virginica,0.00218198282674821,0.004362083748272907,0.9934559334249788
