y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.99,0.01,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.99,0.01,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
versicolor,virginica,0.0,0.21,0.79
versicolor,versicolor,0.0,0.97,0.03
versicolor,versicolor,0.0,0.56,0.44
versicolor,versicolor,0.0,0.97,0.03
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.84,0.16
versicolor,virginica,0.0,0.03,0.97
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,1.0,0.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.15,0.85
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.14,0.86
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.22,0.78
virginica,virginica,0.0,0.11,0.89
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.35,0.65
