sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
0.2222222222222221,0.625,0.06779661016949151,0.04166666666666667,setosa
0.16666666666666674,0.41666666666666674,0.06779661016949151,0.04166666666666667,setosa
0.11111111111111116,0.5,0.05084745762711865,0.04166666666666667,setosa
0.08333333333333326,0.45833333333333326,0.0847457627118644,0.04166666666666667,setosa
0.19444444444444442,0.6666666666666667,0.06779661016949151,0.04166666666666667,setosa
0.3055555555555556,0.7916666666666665,0.11864406779661013,0.125,setosa
0.08333333333333326,0.5833333333333333,0.06779661016949151,0.08333333333333333,setosa
0.19444444444444442,0.5833333333333333,0.0847457627118644,0.04166666666666667,setosa
0.0277777777777779,0.375,0.06779661016949151,0.04166666666666667,setosa
0.16666666666666674,0.45833333333333326,0.0847457627118644,0.0,setosa
0.75,0.5,0.6271186440677966,0.5416666666666667,versicolor
0.5833333333333335,0.5,0.5932203389830508,0.5833333333333334,versicolor
0.7222222222222223,0.45833333333333326,0.6610169491525424,0.5833333333333334,versicolor
0.33333333333333326,0.12499999999999989,0.5084745762711864,0.5000000000000001,versicolor
0.6111111111111112,0.33333333333333326,0.6101694915254237,0.5833333333333334,versicolor
0.38888888888888884,0.33333333333333326,0.5932203389830508,0.5000000000000001,versicolor
0.5555555555555556,0.5416666666666665,0.6271186440677966,0.6250000000000001,versicolor
0.16666666666666674,0.16666666666666663,0.38983050847457623,0.375,versicolor
0.6388888888888888,0.375,0.6101694915254237,0.5000000000000001,versicolor
0.25,0.29166666666666674,0.49152542372881347,0.5416666666666667,versicolor
0.5555555555555556,0.5416666666666665,0.847457627118644,1.0,virginica
0.4166666666666665,0.29166666666666674,0.6949152542372881,0.75,virginica
0.7777777777777777,0.41666666666666674,0.8305084745762712,0.8333333333333335,virginica
0.5555555555555556,0.375,0.7796610169491525,0.7083333333333334,virginica
0.6111111111111112,0.41666666666666674,0.8135593220338982,0.8750000000000001,virginica
0.9166666666666665,0.41666666666666674,0.9491525423728813,0.8333333333333335,virginica
0.16666666666666674,0.20833333333333326,0.5932203389830508,0.6666666666666667,virginica
0.833333333333333,0.375,0.8983050847457625,0.7083333333333334,virginica
0.6666666666666667,0.20833333333333326,0.8135593220338982,0.7083333333333334,virginica
0.8055555555555556,0.6666666666666667,0.8644067796610169,1.0,virginica
