Componente 1,Componente 2,species
-2.684125625969539,0.31939724658508606,setosa
-2.728716536554533,0.3267545129349019,setosa
-2.50694709065186,0.6450688986485611,setosa
-2.612755230908724,0.014729939161355787,setosa
-2.3860390335311417,1.3380623304006347,setosa
-2.6235278752244318,0.8106795141812437,setosa
-3.215939415648614,0.13346806953850354,setosa
-2.5623199061960187,0.36771885743418675,setosa
-2.6395347153845448,0.31203998023527024,setosa
-2.6488623343499182,0.8133638202969395,setosa
-2.7701024260279037,0.26352753374424065,setosa
-2.997406546594906,-0.34192605747163096,setosa
-2.2094892377836834,0.4366631416391682,setosa
0.9324885323123162,0.31833363826263383,versicolor
-0.5078408838353186,-1.2659711905263933,versicolor
0.9278607809442452,0.4671794944415213,versicolor
0.6602837616969381,-0.35296966572385546,versicolor
0.23610499331767354,-0.33361076682491486,versicolor
0.900174373172165,0.32850447383433323,versicolor
-0.18962247237849805,-0.6802867635281311,versicolor
0.8068583125004096,0.19418231471314673,versicolor
1.2206908824443508,0.4076195936110176,versicolor
0.376215651066671,-0.2932189292514211,versicolor
3.397038736053254,0.5508366730280772,virginica
2.9167509667860667,0.7827919488152899,virginica
3.499920038924534,0.46067409891191957,virginica
1.4441612423295096,-0.14341341045757527,virginica
1.9050981488140746,0.049300526013033696,virginica
1.4152358767039042,-0.5749163475464867,virginica
1.5271666148145195,-0.3753169825804754,virginica
