Componente 1,Componente 2,species
-2.6727557978209537,-0.11377424587413021,setosa
-2.7861092661880167,-0.23511200020173195,setosa
-2.1998203236175855,0.8728390389622005,setosa
-2.5879863998787727,0.5135603087492582,setosa
-2.4688200731213406,0.13095148943523593,setosa
-2.631989387274346,-0.19696122492433243,setosa
-2.587398476689352,-0.20431849127414825,setosa
-2.4099324970021776,0.41092426422956496,setosa
-2.625238049850376,0.5993700213794151,setosa
-2.7144514267577065,-0.25020820418522316,setosa
0.641669084258079,-0.4182468715686811,versicolor
1.0950606626324442,0.2834682700615305,versicolor
-0.1739253716817668,-0.25485420870259023,versicolor
0.9447337280198163,-0.5431455507797516,versicolor
0.04522697629870365,-0.5838343774718631,versicolor
0.9217289224470369,-0.18273779362136455,versicolor
1.3320244367220866,0.2444408760163581,versicolor
0.8132906498175414,-0.1633503006876138,versicolor
0.1364287115580165,-0.31403243824923344,versicolor
2.350005920044639,-0.040260947142523484,virginica
2.321228816573379,-0.24383150231067496,virginica
1.6617741536365287,0.24222840775507315,virginica
3.795645422072882,0.257322973420508,virginica
1.2911320591150206,-0.11666865117400871,virginica
2.123608722773895,-0.20972947667729347,virginica
3.2306736614320837,1.3741650867930622,virginica
2.15943764248905,-0.21727757866903907,virginica
1.9222678009025982,0.409203466816078,virginica
2.563013375077473,0.27786260292920506,virginica
1.944109794546966,0.18753230280062017,virginica
