Componente 1,Componente 2,species
-2.6841256259695387,0.31939724658508606,setosa
-2.7141416872943247,-0.17700122506479765,setosa
-2.8889905690592963,-0.1449494260855726,setosa
-2.745342855641409,-0.3182989792519315,setosa
-2.7287165365545327,0.32675451293490543,setosa
-2.280859632844497,0.7413304490629038,setosa
-2.8205377507406095,-0.08946138452858232,setosa
-2.6261449731466344,0.16338495969831346,setosa
-2.8863827317805506,-0.5783117541867204,setosa
-2.6727557978209537,-0.11377424587413465,setosa
-2.50694709065186,0.6450688986485593,setosa
-2.612755230908724,0.014729939161360228,setosa
-2.7861092661880167,-0.2351120002017364,setosa
-3.22380374386565,-0.5113945870063992,setosa
-2.644750389942037,1.1787646364375597,setosa
-2.3860390335311417,1.3380623304006427,setosa
-2.6235278752244313,0.8106795141812446,setosa
-2.6482967062543836,0.31184914459334045,setosa
-2.199820323617586,0.8728390389621978,setosa
-2.587986399878772,0.5135603087492644,setosa
-2.587398476689352,-0.20431849127414914,setosa
-2.409932497002177,0.41092426422955786,setosa
-2.648862334349918,0.8133638202969484,setosa
-2.598736749100594,1.093145759449345,setosa
-2.6369268781057986,-0.12132234786587937,setosa
-2.86624165211867,0.06936447158006409,setosa
-2.625238049850376,0.5993700213794071,setosa
-2.8006841154482243,0.2686437377979667,setosa
-2.9805020437819914,-0.4879583444286313,setosa
-2.590006313968098,0.2290438368269978,setosa
-2.7701024260279037,0.2635275337442424,setosa
-2.8493687050430982,-0.9409605736412159,setosa
-2.997406546594906,-0.34192605747162474,setosa
-2.405614485097487,0.18887142893025022,setosa
-2.2094892377836826,0.43666314163917797,setosa
-2.7144514267577065,-0.2502082041852267,setosa
-2.5381482589989437,0.5037711444614246,setosa
-2.8394621676428495,-0.22794556949384237,setosa
-2.543085749830397,0.579410021519875,setosa
-2.7033597823351605,0.10770608249939606,setosa
1.2848256888583478,0.6851604704673111,versicolor
0.9324885323123162,0.31833363826263383,versicolor
1.4643023219913909,0.5042628153092075,versicolor
0.1833177199583753,-0.8279590118206341,versicolor
1.0881032577116647,0.07459067519771789,versicolor
0.641669084258079,-0.4182468715686767,versicolor
1.0950606626324442,0.28346827006153585,versicolor
-0.749122669829652,-1.0048909611819,versicolor
1.0441318260534338,0.22836189978839538,versicolor
-0.008745404082892705,-0.7230819050048325,versicolor
-0.5078408838353186,-1.2659711905264004,versicolor
0.5116985574475974,-0.10398123549903726,versicolor
0.2649765081120501,-0.5500364636804811,versicolor
0.9849345104708904,-0.12481785412635382,versicolor
-0.1739253716817668,-0.2548542087025911,versicolor
0.9278607809442443,0.4671794944415124,versicolor
0.6602837616969381,-0.3529696657238448,versicolor
0.23610499331767354,-0.3336107668249184,versicolor
0.9447337280198163,-0.5431455507797667,versicolor
0.04522697629870365,-0.5838343774718675,versicolor
-0.06812649206835975,-0.7051721317994692,versicolor
-0.18962247237849805,-0.6802867635281382,versicolor
0.1364287115580165,-0.31403243824923877,versicolor
1.3800264359155126,-0.42095428731387585,versicolor
0.5880064433398653,-0.4842874199812126,versicolor
0.8068583125004096,0.19418231471315828,versicolor
1.2206908824443499,0.4076195936110105,versicolor
0.8150952357666021,-0.37203705990950464,versicolor
0.24595767988669337,-0.26852439662201366,versicolor
0.1664132171454602,-0.6819267248636276,versicolor
0.46480028840378207,-0.67071154451172,versicolor
0.8908151984694488,-0.03446444436826468,versicolor
0.23054802355945725,-0.4043858480073279,versicolor
-0.7045317592446576,-1.0122482275317202,versicolor
0.35698149470104923,-0.5049100933371085,versicolor
0.3319344799450583,-0.21265468378116914,versicolor
0.376215651066671,-0.29321892925141846,versicolor
0.6425760075543376,0.017738190112416063,versicolor
-0.9064698649488312,-0.7560933665990186,versicolor
0.29900084187814446,-0.34889780645033586,versicolor
2.531192727803626,-0.009849109498780706,virginica
1.4152358767039042,-0.5749163475464796,virginica
2.6166760159956883,0.3439031513417472,virginica
1.9715310530434351,-0.1797279043522355,virginica
2.35000592004464,-0.04026094714251549,virginica
3.397038736053254,0.5508366730280692,virginica
0.521232243909779,-1.1927587270006388,virginica
2.932587068993687,0.3555000029775064,virginica
2.3212288165733783,-0.24383150231068296,virginica
2.9167509667860667,0.7827919488152979,virginica
1.6617741536365287,0.24222840775507848,virginica
1.8034019529650918,-0.21563761733354703,virginica
2.165591796080143,0.21627558507403588,virginica
1.3461635794584543,-0.7768183473443298,virginica
1.585928223873223,-0.5396407140267039,virginica
1.9044563747934262,0.11925069209198824,virginica
1.9496890593990681,0.04194325966322143,virginica
3.4870553642902724,1.1757393297134486,virginica
3.795645422072882,0.2573229734204938,virginica
1.3007917126376611,-0.7611496364350607,virginica
2.8416727781038684,0.3752691671951114,virginica
3.2306736614320837,1.374165086793063,virginica
2.159437642489051,-0.2172775786690364,virginica
1.4441612423295096,-0.14341341045757616,virginica
1.7812948100451136,-0.49990168107813115,virginica
3.0764999316871844,0.6880856775711894,virginica
2.14424331430208,0.14006420108980766,virginica
1.9050981488140737,0.0493005260130408,virginica
1.1693263393414997,-0.16499026202310052,virginica
2.1076111432572393,0.37228787196080937,virginica
2.314154705235598,0.1836512791690339,virginica
1.922267800902599,0.40920346681607445,virginica
1.4152358767039042,-0.5749163475464796,virginica
2.563013375077473,0.2778626029292113,virginica
2.418746182732823,0.3047981978547112,virginica
1.944109794546967,0.1875323028006175,virginica
1.5271666148145187,-0.37531698258048163,virginica
1.7643457170444279,0.07885885451848651,virginica
1.9009416142184223,0.11662795851204066,virginica
1.3901888619479141,-0.28266093799054026,virginica
