Componente 1,Componente 2,species
-2.50694709065186,0.6450688986485611,setosa
-2.612755230908724,0.014729939161355787,setosa
-2.7861092661880167,-0.23511200020173195,setosa
-3.22380374386565,-0.511394587006401,setosa
-2.644750389942037,1.178764636437565,setosa
-2.3860390335311417,1.3380623304006347,setosa
-2.6235278752244318,0.8106795141812437,setosa
-2.648296706254384,0.31184914459333957,setosa
-2.1998203236175855,0.8728390389622005,setosa
-2.5879863998787727,0.5135603087492582,setosa
-0.5078408838353186,-1.2659711905263933,versicolor
0.5116985574475965,-0.10398123549903904,versicolor
0.2649765081120501,-0.5500364636804642,versicolor
0.9849345104708895,-0.12481785412635471,versicolor
-0.1739253716817668,-0.25485420870259023,versicolor
0.9278607809442452,0.4671794944415213,versicolor
0.6602837616969381,-0.35296966572385546,versicolor
0.23610499331767354,-0.33361076682491486,versicolor
0.9447337280198163,-0.5431455507797516,versicolor
0.04522697629870365,-0.5838343774718631,versicolor
1.6617741536365287,0.24222840775507315,virginica
1.8034019529650918,-0.21563761733354525,virginica
2.165591796080143,0.21627558507403766,virginica
1.3461635794584552,-0.7768183473443351,virginica
1.5859282238732222,-0.5396407140267145,virginica
1.9044563747934253,0.11925069209197847,virginica
1.9496890593990681,0.04194325966321788,virginica
3.4870553642902706,1.1757393297134415,virginica
3.795645422072882,0.257322973420508,virginica
1.3007917126376611,-0.7611496364350527,virginica
