Componente 1,Componente 2,species
-2.684125625969539,0.31939724658508606,setosa
-2.7141416872943247,-0.17700122506479143,setosa
-2.8889905690592963,-0.14494942608557349,setosa
-2.745342855641409,-0.3182989792519342,setosa
-2.728716536554533,0.3267545129349019,setosa
-2.2808596328444977,0.7413304490628994,setosa
-2.8205377507406095,-0.08946138452858943,setosa
-2.6261449731466344,0.16338495969831346,setosa
-2.8863827317805506,-0.5783117541867204,setosa
-2.6727557978209537,-0.11377424587413021,setosa
-2.3102562152425206,0.3913459356538844,setosa
-2.54370522875716,0.43299606327901063,setosa
-3.215939415648614,0.13346806953850354,setosa
-2.302733182226208,0.09870885481408731,setosa
-2.3557540491237736,-0.037281859677402274,setosa
-2.506668906925821,-0.14601688049527795,setosa
-2.4688200731213406,0.13095148943523593,setosa
-2.5623199061960187,0.36771885743418675,setosa
-2.6395347153845448,0.31203998023527024,setosa
-2.631989387274346,-0.19696122492433243,setosa
-2.587398476689352,-0.20431849127414825,setosa
-2.4099324970021776,0.41092426422956496,setosa
-2.6488623343499182,0.8133638202969395,setosa
-2.5987367491005946,1.0931457594493388,setosa
-2.6369268781057986,-0.12132234786587581,setosa
-2.86624165211867,0.06936447158006853,setosa
-2.625238049850376,0.5993700213794151,setosa
-2.8006841154482247,0.26864373779796313,setosa
-2.980502043781991,-0.48795834442863306,setosa
-2.590006313968098,0.2290438368269987,setosa
-2.7701024260279037,0.26352753374424065,setosa
-2.8493687050430974,-0.9409605736412034,setosa
-2.997406546594906,-0.34192605747163096,setosa
-2.405614485097488,0.18887142893024578,setosa
-2.2094892377836834,0.4366631416391682,setosa
-2.7144514267577065,-0.25020820418522316,setosa
-2.538148258998944,0.5037711444614175,setosa
-2.83946216764285,-0.2279455694938468,setosa
-2.543085749830397,0.5794100215198741,setosa
-2.7033597823351605,0.10770608249939784,setosa
1.2848256888583478,0.6851604704673209,versicolor
0.9324885323123162,0.31833363826263383,versicolor
1.4643023219913909,0.5042628153092164,versicolor
0.18331771995837443,-0.8279590118206279,versicolor
1.0881032577116647,0.07459067519772677,versicolor
0.641669084258079,-0.4182468715686811,versicolor
1.0950606626324442,0.2834682700615305,versicolor
-0.749122669829652,-1.0048909611819008,versicolor
1.0441318260534338,0.22836189978840604,versicolor
-0.008745404082892705,-0.7230819050048387,versicolor
1.1162831773500486,-0.08461685219478987,versicolor
0.35788841799730786,-0.0689250316560086,versicolor
1.2981838753589159,-0.3277873083339067,versicolor
0.9217289224470369,-0.18273779362136455,versicolor
0.7148533259114105,0.14905594436979275,versicolor
0.900174373172165,0.32850447383433323,versicolor
1.3320244367220866,0.2444408760163581,versicolor
1.557802155066069,0.2674954473102664,versicolor
0.8132906498175414,-0.1633503006876138,versicolor
-0.3055837780243067,-0.368262189754585,versicolor
-0.06812649206835975,-0.705172131799463,versicolor
-0.18962247237849805,-0.6802867635281311,versicolor
0.1364287115580165,-0.31403243824923344,versicolor
1.3800264359155126,-0.4209542873138785,versicolor
0.5880064433398644,-0.48428741998122593,versicolor
0.8068583125004096,0.19418231471314673,versicolor
1.2206908824443508,0.4076195936110176,versicolor
0.8150952357666021,-0.37203705990948777,versicolor
0.24595767988669337,-0.268524396622019,versicolor
0.1664132171454602,-0.6819267248636249,versicolor
0.46480028840378207,-0.6707115445117227,versicolor
0.8908151984694479,-0.034464444368267344,versicolor
0.23054802355945725,-0.4043858480073217,versicolor
-0.7045317592446585,-1.0122482275317166,versicolor
0.35698149470104923,-0.5049100933371102,versicolor
0.3319344799450583,-0.21265468378117358,versicolor
0.376215651066671,-0.2932189292514211,versicolor
0.6425760075543367,0.017738190112421393,versicolor
-0.9064698649488321,-0.7560933665990168,versicolor
0.29900084187814446,-0.34889780645033586,versicolor
2.531192727803626,-0.009849109498800246,virginica
1.4152358767039042,-0.5749163475464867,virginica
2.6166760159956866,0.34390315134174987,virginica
1.9715310530434351,-0.17972790435224084,virginica
2.350005920044639,-0.040260947142523484,virginica
3.397038736053254,0.5508366730280772,virginica
0.521232243909779,-1.192758727000652,virginica
2.932587068993687,0.3555000029775135,virginica
2.321228816573379,-0.24383150231067496,virginica
2.9167509667860667,0.7827919488152899,virginica
2.4278179130660424,0.3781960126170629,virginica
1.1990011054655625,-0.6060915277579308,virginica
3.499920038924534,0.46067409891191957,virginica
1.3887661316914661,-0.2043993273521414,virginica
2.275430503872202,0.3349906058216847,virginica
2.614090473810826,0.5609013551230904,virginica
1.2585081605114876,-0.17970479472273926,virginica
1.2911320591150206,-0.11666865117400871,virginica
2.123608722773895,-0.20972947667729347,virginica
2.3880030160034647,0.4646398047087512,virginica
2.8416727781038684,0.3752691671951238,virginica
3.2306736614320837,1.3741650867930622,virginica
2.15943764248905,-0.21727757866903907,virginica
1.4441612423295096,-0.14341341045757527,virginica
1.7812948100451136,-0.49990168107813293,virginica
3.0764999316871844,0.6880856775712019,virginica
2.144243314302079,0.14006420108979167,virginica
1.9050981488140746,0.049300526013033696,virginica
1.1693263393415005,-0.16499026202310763,virginica
2.1076111432572393,0.37228787196081203,virginica
2.314154705235598,0.18365127916903123,virginica
1.9222678009025982,0.409203466816078,virginica
1.4152358767039042,-0.5749163475464867,virginica
2.563013375077473,0.27786260292920506,virginica
2.4187461827328223,0.3047981978547014,virginica
1.944109794546966,0.18753230280062017,virginica
1.5271666148145195,-0.3753169825804754,virginica
1.7643457170444279,0.07885885451848473,virginica
1.9009416142184206,0.11662795851202379,virginica
1.3901888619479141,-0.2826609379905509,virginica
