Componente 1,Componente 2,species
-0.630702931394453,0.10757791034985986,setosa
-0.622904942531991,-0.10425983293702834,setosa
-0.669520395417932,-0.051417059749288285,setosa
-0.6541527588892053,-0.10288487104909283,setosa
-0.6487880559888726,0.133487575901586,setosa
-0.5352727781994513,0.28961572392664225,setosa
-0.6565377899938523,0.010724491106869127,setosa
-0.6257804985628278,0.057133541134343435,setosa
-0.6756435043172598,-0.20070328322726133,setosa
-0.6456446188852305,-0.06720800972708169,setosa
-0.5974082382364503,0.2171519533177796,setosa
-0.6389431903256223,0.03259883747055303,setosa
-0.6616125934478087,-0.11560549477402188,setosa
-0.7519679431888537,-0.17131332246991343,setosa
-0.6003715890013775,0.3802406917540797,setosa
-0.5521572267261683,0.5152559821718579,setosa
-0.5770535929878576,0.2937094922637944,setosa
-0.6037992282085834,0.10716794139710217,setosa
-0.520483461331005,0.28762728890717615,setosa
-0.6121975551048966,0.21914038833724547,setosa
-0.5576743002488322,0.10210918012477188,setosa
-0.5790126750545556,0.1810651230430106,setosa
-0.7377846616970712,0.09055882107973356,setosa
-0.5060938570165966,0.027947084555767887,setosa
-0.6076075792343175,0.029528511217688846,setosa
-0.5902105874078398,-0.09455108631585335,setosa
-0.5615278884939873,0.055290161144539884,setosa
-0.6084537799674032,0.11831009905532297,setosa
-0.6126178068000332,0.08166824479813373,setosa
-0.6381847843266272,-0.054487386002152416,setosa
-0.6200996597322075,-0.08039705155387855,setosa
-0.5247573012712965,0.10333612638783252,setosa
-0.6730445443401022,0.3447118460569436,setosa
-0.6274553785259618,0.4182575078992048,setosa
-0.6187409156993611,-0.06761797867983937,setosa
-0.6445537559251894,-0.015126725295746879,setosa
-0.5939323441717622,0.15562387559315238,setosa
-0.6874957069046901,0.12214191406459252,setosa
-0.692369884878833,-0.16201454480149596,setosa
-0.6139765508328797,0.0688891719240945,setosa
0.2799517663027614,0.17924579011610176,versicolor
0.21514137571473935,0.11034892059341339,versicolor
0.3222231060173576,0.12736800986353958,versicolor
0.05940301306820406,-0.32850227526068615,versicolor
0.2625152345996753,-0.02958007606703239,versicolor
0.10383104269125021,-0.12178174239523809,versicolor
0.2448503617003922,0.1338017330238055,versicolor
-0.17152938561327558,-0.3529767622094262,versicolor
0.2142305990934128,0.020660788969711352,versicolor
0.015324961909241264,-0.21249450913250023,versicolor
-0.11371032303123796,-0.49392920095416,versicolor
0.13734837970263736,-0.020689499785432552,versicolor
0.04399281902480756,-0.3061595107951343,versicolor
0.19255976732664348,-0.03955077601609014,versicolor
-0.008260915177083827,-0.08666109808491962,versicolor
0.2194854888860841,0.10938392765823535,versicolor
0.13327214760409778,-0.05902671840755014,versicolor
-0.0005757570603450723,-0.14236773275153874,versicolor
0.254345248899559,-0.2898153044008608,versicolor
-0.0056080029996317116,-0.23957267179817715,versicolor
0.268168357713912,0.0472705335335204,versicolor
0.09882081512553442,-0.06964200881479338,versicolor
0.2890864808244987,-0.1691575529238304,versicolor
0.1450335378193761,-0.07639613445205201,versicolor
0.15928709254221196,0.0002198536430733089,versicolor
0.2139627180206075,0.05996300052700709,versicolor
0.29191378199785323,0.004049901086402574,versicolor
0.36914899749077346,0.06434807195275682,versicolor
0.18676911538836183,-0.04966949159002276,versicolor
-0.068769750108431,-0.18564800737703885,versicolor
-0.021575977562209747,-0.28797015684511734,versicolor
-0.058924884445180736,-0.28653674580807165,versicolor
0.03234124191719068,-0.14114078648847805,versicolor
0.2889063944857839,-0.13155070573146305,versicolor
0.10966425214420172,-0.08253797998705237,versicolor
0.18226693425187335,0.13824702116460552,versicolor
0.2777248031632583,0.10590363245261347,versicolor
0.19561540969619506,-0.2385509972798292,versicolor
0.037683926443952465,-0.05411301216488257,versicolor
0.04684065933926085,-0.25317168257773176,versicolor
0.6227713384355381,0.11680726535324149,virginica
0.34600960858349594,-0.15629187416923862,virginica
0.6179864344279579,0.10051974054213808,virginica
0.41778930880393184,-0.026890369006211112,virginica
0.5636212475370374,0.030599428935161654,virginica
0.7501225989574093,0.1521337999008775,virginica
0.1358578041885583,-0.3304625535487096,virginica
0.6089452119831235,0.08350184430128393,virginica
0.5110202145758137,-0.13257591538169133,virginica
0.7206085411087574,0.33458038940114554,virginica
0.42413506155664427,0.11391405411364763,virginica
0.4377237023573878,-0.08780497359930772,virginica
0.5407937764497074,0.06934661651003682,virginica
0.3632265140712593,-0.24276462451041392,virginica
0.47424694764837183,-0.12067642259155015,virginica
0.5139326307785076,0.09888163229704727,virginica
0.42467082370225484,0.035309630999056485,virginica
0.7490260386545559,0.46377839038540003,virginica
0.8721942716082874,0.009337981166339993,virginica
0.28296337192517085,-0.3184437764018033,virginica
0.6147331842166545,0.15356601790865076,virginica
0.3221338320507948,-0.14050092419144544,virginica
0.7580304009275328,0.08794536487614368,virginica
0.3572352366531638,-0.09505686709914901,virginica
0.5310367055205477,0.168539990576141,virginica
0.5469621225684561,0.18781242878882864,virginica
0.32870490836164257,-0.06812375946313504,virginica
0.31478381059985294,-0.005572239654219935,virginica
0.5165855429559599,-0.0540299414162102,virginica
0.4848266625314571,0.11534865817996598,virginica
0.6330436323692096,0.059229093965376345,virginica
0.6874909166514084,0.49117991612328216,virginica
0.5434892461418294,-0.05443991036896795,virginica
0.29113335762528714,-0.058208548067974986,virginica
0.3054101311939724,-0.16175764379911406,virginica
0.7635079345735883,0.16818670320655327,virginica
0.5478056435967905,0.1589762989846285,virginica
0.40658569910783526,0.06121929655078251,virginica
0.2925346591728032,-0.01630442835968282,virginica
0.5358713436180823,0.11979098572555313,virginica
