Componente 1,Componente 2,species
-0.6200996597322075,-0.08039705155387866,setosa
-0.5247573012712965,0.10333612638783207,setosa
-0.673044544340102,0.3447118460569436,setosa
-0.6274553785259616,0.4182575078992047,setosa
-0.618740915699361,-0.06761797867983954,setosa
-0.6445537559251893,-0.015126725295747101,setosa
-0.5939323441717621,0.15562387559315194,setosa
-0.6874957069046899,0.12214191406459252,setosa
-0.6923698848788329,-0.1620145448014959,setosa
-0.6139765508328796,0.06888917192409416,setosa
-0.021575977562209747,-0.2879701568451176,versicolor
-0.05892488444518085,-0.2865367458080719,versicolor
0.03234124191719068,-0.14114078648847828,versicolor
0.2889063944857839,-0.1315507057314631,versicolor
0.10966425214420183,-0.08253797998705192,versicolor
0.18226693425187335,0.13824702116460563,versicolor
0.2777248031632583,0.10590363245261303,versicolor
0.19561540969619495,-0.23855099727982998,versicolor
0.037683926443952465,-0.05411301216488246,versicolor
0.04684065933926085,-0.25317168257773176,versicolor
0.6330436323692096,0.05922909396537546,virginica
0.6874909166514084,0.49117991612328127,virginica
0.5434892461418294,-0.05443991036896778,virginica
0.291133357625287,-0.05820854806797515,virginica
0.3054101311939724,-0.1617576437991144,virginica
0.7635079345735881,0.1681867032065526,virginica
0.5478056435967907,0.15897629898462928,virginica
0.40658569910783526,0.06121929655078251,virginica
0.2925346591728033,-0.0163044283596826,virginica
0.5358713436180823,0.11979098572555291,virginica
