y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.96,0.03,0.01
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.97,0.02,0.01
setosa,setosa,0.89,0.06,0.05
setosa,setosa,0.97,0.01,0.02
setosa,setosa,0.96,0.01,0.03
setosa,setosa,0.97,0.01,0.02
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.97,0.01,0.02
setosa,setosa,0.96,0.04,0.0
versicolor,versicolor,0.01,0.62,0.37
versicolor,versicolor,0.01,0.88,0.11
versicolor,versicolor,0.04,0.8,0.16
versicolor,versicolor,0.01,0.89,0.1
versicolor,versicolor,0.04,0.87,0.09
versicolor,versicolor,0.05,0.88,0.07
versicolor,versicolor,0.01,0.98,0.01
versicolor,versicolor,0.01,0.99,0.0
versicolor,versicolor,0.02,0.67,0.31
versicolor,versicolor,0.03,0.79,0.18
virginica,versicolor,0.0,0.5,0.5
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.0,0.1,0.9
virginica,versicolor,0.0,0.61,0.39
virginica,virginica,0.0,0.11,0.89
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.01,0.99
virginica,virginica,0.02,0.01,0.97
virginica,virginica,0.0,0.12,0.88
virginica,versicolor,0.0,0.6,0.4
