y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.98,0.02,0.0
setosa,setosa,0.78,0.19,0.03
setosa,setosa,0.82,0.18,0.0
setosa,setosa,0.98,0.02,0.0
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.87,0.12,0.01
setosa,setosa,0.98,0.02,0.0
setosa,setosa,0.97,0.0,0.03
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.99,0.01,0.0
versicolor,versicolor,0.0,0.89,0.11
versicolor,versicolor,0.02,0.92,0.06
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.88,0.12
versicolor,versicolor,0.06,0.8,0.14
versicolor,versicolor,0.01,0.8,0.19
versicolor,versicolor,0.01,0.99,0.0
versicolor,versicolor,0.02,0.93,0.05
versicolor,versicolor,0.0,0.88,0.12
versicolor,versicolor,0.0,1.0,0.0
virginica,virginica,0.0,0.02,0.98
virginica,virginica,0.0,0.13,0.87
virginica,virginica,0.0,0.09,0.91
virginica,virginica,0.01,0.16,0.83
virginica,virginica,0.01,0.13,0.86
virginica,virginica,0.0,0.02,0.98
virginica,versicolor,0.0,0.59,0.41
virginica,virginica,0.01,0.0,0.99
virginica,virginica,0.01,0.0,0.99
virginica,versicolor,0.0,0.63,0.37
