y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.98,0.01,0.01
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.83,0.17,0.0
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.98,0.0,0.02
setosa,setosa,0.97,0.03,0.0
setosa,setosa,0.99,0.0,0.01
setosa,setosa,0.82,0.16,0.02
setosa,setosa,1.0,0.0,0.0
versicolor,versicolor,0.03,0.55,0.42
versicolor,versicolor,0.02,0.9,0.08
versicolor,versicolor,0.05,0.51,0.44
versicolor,versicolor,0.03,0.84,0.13
versicolor,versicolor,0.01,0.73,0.26
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.87,0.13
versicolor,versicolor,0.05,0.9,0.05
versicolor,versicolor,0.01,0.93,0.06
versicolor,versicolor,0.0,0.98,0.02
virginica,virginica,0.01,0.11,0.88
virginica,virginica,0.0,0.11,0.89
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.02,0.98
virginica,virginica,0.02,0.1,0.88
virginica,virginica,0.02,0.01,0.97
virginica,versicolor,0.03,0.88,0.09
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.07,0.02,0.91
virginica,virginica,0.06,0.0,0.94
