y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.99,0.0,0.01
setosa,setosa,0.98,0.0,0.02
setosa,setosa,0.98,0.0,0.02
setosa,setosa,0.99,0.0,0.01
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.95,0.03,0.02
setosa,setosa,0.98,0.01,0.01
setosa,setosa,0.95,0.05,0.0
setosa,setosa,0.89,0.11,0.0
setosa,setosa,0.94,0.06,0.0
versicolor,versicolor,0.0,0.99,0.01
versicolor,versicolor,0.0,0.98,0.02
versicolor,versicolor,0.02,0.96,0.02
versicolor,virginica,0.0,0.23,0.77
versicolor,versicolor,0.03,0.93,0.04
versicolor,versicolor,0.05,0.87,0.08
versicolor,versicolor,0.04,0.69,0.27
versicolor,versicolor,0.0,0.95,0.05
versicolor,versicolor,0.02,0.95,0.03
versicolor,versicolor,0.0,0.99,0.01
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.11,0.01,0.88
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.16,0.84
virginica,virginica,0.01,0.14,0.85
virginica,virginica,0.03,0.1,0.87
virginica,virginica,0.01,0.04,0.95
virginica,virginica,0.0,0.02,0.98
virginica,versicolor,0.0,0.61,0.39
virginica,virginica,0.0,0.0,1.0
