PC1,Result
-0.28860842330934844,1-0
-0.4030597921670453,1-0
0.18622157016126006,1-0
0.1326937370254515,1-0
0.6333541821175196,1/2-1/2
-0.22222936269826477,1-0
-0.11791800783255735,0-1
-0.43381097740062036,1-0
-0.11656327369863662,1-0
0.29939875760707657,0-1
0.17991759246981376,0-1
-0.06414940221188259,0-1
-0.18628439857754076,1-0
0.09193229735165898,1/2-1/2
0.06483835690458051,0-1
-0.06642793285651616,0-1
0.1507224614456264,0-1
0.01361614421468238,0-1
0.2904438882318513,1-0
-0.2656888829611096,1-0
0.16779130735546643,0-1
0.16751833140602468,0-1
-0.10528361766173344,0-1
-0.07008538465513459,0-1
-0.002240691130155459,0-1
0.15189167048556995,0-1
0.0936158041677837,1-0
0.017794383176363837,0-1
0.05525241538305892,0-1
0.2533635072618342,1-0
0.19409493360917918,1-0
0.13010243610974892,1-0
-0.42405592804500075,1-0
-0.2654967848050188,0-1
0.17098440214786614,0-1
-0.14160952853047393,0-1
-0.2026846029560374,0-1
-0.4642151730478463,1-0
-0.2656043656598913,1-0
-0.5640980378372566,0-1
0.2644826436647879,0-1
0.3701659458281167,1-0
0.13685284374834583,0-1
0.32398462279829643,0-1
0.007573603877365831,0-1
0.19465274680578615,1-0
-0.2302182737473163,1-0
0.03376246241735137,1-0
-0.4173180955994943,0-1
0.19322832111802823,1-0
-0.5056243147127824,1-0
0.05908378880795051,0-1
0.2993394190961728,0-1
-0.20359912506269928,1-0
-0.005046507101527098,0-1
0.28942249958320765,1-0
-0.1540419652017485,1/2-1/2
-0.1430895127483155,1-0
0.14594249626606293,0-1
-0.2195220745394757,1-0
-0.07103801143422273,0-1
0.14918495686884137,0-1
0.02793998445058632,0-1
0.026301559367198024,0-1
0.025776272337577844,0-1
-0.3064492664097836,1-0
0.23514715377909223,0-1
0.4178551948764758,1-0
-0.21786602226814333,1-0
-0.10642197933334385,1-0
-0.3503898439689325,1-0
0.0918337979432099,1-0
0.14357908956706555,0-1
-0.2130495467150746,1-0
-0.35468209150392305,0-1
0.22678040968142776,1-0
0.09273325331338877,1-0
0.10249475001478581,0-1
0.31890859848829656,0-1
-0.19886559771211465,1-0
-0.09177425343907208,1-0
0.1067821417164968,0-1
-0.02216796671913357,0-1
0.1674608814923194,1-0
0.09983878113596567,0-1
-0.25788663203566176,0-1
-0.2114887267449862,0-1
0.12829545532055897,0-1
-0.3103372601627238,1-0
0.036239396006599534,0-1
0.12685161394628386,1-0
0.3812042492652469,1-0
-0.09276092745240683,1-0
0.22279865986697545,1-0
-0.4138314135927102,0-1
0.3427326630424853,1-0
-0.12244612677408329,0-1
0.019070711015461872,0-1
0.1912436442945915,0-1
0.2746647749398562,1-0
-0.07304094998933197,0-1
0.14103493480286244,0-1
0.1391954786645836,0-1
-0.10808805191915194,0-1
0.023570832885193016,0-1
0.0729273560881557,1-0
-0.01949373123791709,0-1
-0.14564322465163027,1-0
-0.2446061565863794,0-1
0.07825211684285882,0-1
0.161928780023478,0-1
-0.08381757425872993,0-1
-0.12366048520557849,1-0
0.1237399042480043,0-1
0.2346604755187206,1-0
0.39286561119058494,0-1
-0.05097576810439497,1-0
0.14699521396609794,1-0
-0.3236732997149362,0-1
-0.1375717073123225,1-0
-0.37211488400057047,1-0
-0.04433731547089148,1-0
-0.12047946150944688,0-1
-0.20121104088378627,0-1
0.07453436204757358,1-0
0.32007702318763476,1/2-1/2
-0.15719188927237415,0-1
-0.1642994902905075,1-0
0.28977178900457534,1-0
-0.011550773548363091,0-1
0.1576029837782169,0-1
-0.034038947899510785,0-1
0.3420079785115767,1-0
-0.3840065048500241,0-1
-0.42480924906215645,1-0
0.05574361313732845,0-1
-0.0714513434587496,0-1
0.009445014426994414,1-0
0.090080192788628,0-1
-0.1911792243298337,1-0
-0.35814703557540756,0-1
-0.3657029579243133,1-0
0.31606417653409935,0-1
0.028740410697783547,0-1
0.12440663198196233,1-0
-0.05501327261050537,1-0
0.22969401630621655,0-1
0.47036601351386176,0-1
0.13287141621878085,1-0
-0.40429044131758257,0-1
0.010913782334411204,1-0
0.02569817996837298,1-0
0.06279733442403168,1-0
0.11091148249636384,1-0
0.11145609513992227,1-0
0.23072954646026178,0-1
-0.2269886657949881,1-0
-0.01723261798268283,0-1
0.10357755036988914,0-1
-0.21072372345561863,0-1
0.08150593909973847,0-1
0.15751954511588107,1-0
0.02740555430609759,0-1
0.3679995155322532,0-1
-0.43369570725684786,1-0
0.1443220631141342,1-0
0.2756656664766771,1-0
0.10535502025964782,1-0
0.3700236503379356,0-1
0.4859064531342575,0-1
-0.3664099760125965,0-1
0.0051782848081233235,1-0
0.10321703906525048,0-1
0.24680471609626953,0-1
0.057165665758406314,1-0
0.05522075917605607,1-0
0.16101675752433298,1-0
0.5047110219671392,1-0
0.06480023260481349,0-1
0.07349722075369025,0-1
-0.09544509038909677,0-1
-0.10071919814524688,0-1
-0.04085404034214246,0-1
-0.28315633927516826,0-1
-0.13173310359753254,0-1
-0.06712928515320415,1-0
-0.1444074618377943,1-0
-0.49662251426230325,1/2-1/2
0.0841984379794044,1-0
-0.1225857237087502,0-1
-0.330522461805578,0-1
-0.048763474521613004,0-1
0.05945340118635334,1-0
0.30409013120632433,0-1
0.037057281684300114,0-1
-0.298378785668254,0-1
0.14231750130883924,1-0
0.21075002469345583,0-1
0.09631159855878813,0-1
-0.04105240124565257,1-0
0.1311863151037349,0-1
0.16246700420328097,1-0
0.0020850290970211294,0-1
-0.011075662287437393,0-1
