y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9805609879859594,0.00591037428297733,0.01352863773106338
setosa,setosa,0.9752727387865662,0.011512203901173575,0.013215057312260322
setosa,setosa,0.989954310892366,0.00452551951195197,0.005520169595682161
setosa,setosa,0.9879643769385464,0.007924082356830805,0.004111540704622797
setosa,setosa,0.9926464631325533,0.003784539745342121,0.003568997122104599
setosa,setosa,0.9795381863685098,0.01603393293664975,0.0044278806948404425
setosa,setosa,0.981784977296998,0.00472476234622894,0.013490260356773096
setosa,setosa,0.9901974261573745,0.00648501059118717,0.003317563251438333
setosa,setosa,0.9824499987478204,0.004128153893105402,0.013421847359074209
setosa,setosa,0.9891605309198455,0.007002655063963234,0.003836814016191375
versicolor,versicolor,0.008503371610556854,0.8504514226439019,0.14104520574554114
versicolor,versicolor,0.0024641970805969297,0.9589492423313661,0.03858656058803708
versicolor,virginica,0.0026746132976817913,0.22678710034806665,0.7705382863542516
versicolor,versicolor,0.0023833672020055806,0.9319839651289178,0.06563266766907665
versicolor,versicolor,0.005282272351907771,0.8466221828877872,0.148095544760305
versicolor,versicolor,0.005898408740543912,0.6604794640870522,0.333622127172404
versicolor,virginica,0.0029284252401419455,0.19852907795969235,0.7985424968001658
versicolor,virginica,0.0032561142084758035,0.11623179859700271,0.8805120871945216
versicolor,versicolor,0.0025882418167654055,0.9388702888112217,0.05854146937201293
versicolor,versicolor,0.0030358453323307026,0.9901530060533295,0.006811148614339848
virginica,virginica,0.002474479706881292,0.004880440445676758,0.992645079847442
virginica,versicolor,0.0052014415491681044,0.5381481441791833,0.45665041427164854
virginica,virginica,0.0036418603477339838,0.002533637257681939,0.993824502394584
virginica,virginica,0.005043190630609743,0.10073609573682456,0.8942207136325657
virginica,virginica,0.005833983065594549,0.01670281638375363,0.9774632005506518
virginica,virginica,0.00533720624636615,0.006593342667530934,0.988069451086103
virginica,virginica,0.0028094474171086008,0.29436325266976715,0.7028272999131242
virginica,versicolor,0.003354134109691581,0.5230462708737155,0.47359959501659304
virginica,virginica,0.0022400748603371404,0.045376063567715424,0.9523838615719474
virginica,virginica,0.002384008502410107,0.023905647982612455,0.9737103435149775
