sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-0.5371775589668552,0.7888075857129598,-1.169714245881954,-1.3154442950077407,setosa
-0.9006811702978099,1.4793978844888998,-1.2833890997091604,-1.052179926427139,setosa
-1.5065205225160663,1.2492011182302531,-1.567576234277176,-1.3154442950077407,setosa
-0.9006811702978099,0.5586108194543131,-1.169714245881954,-0.9205477421368382,setosa
-1.2641847816287635,0.7888075857129598,-1.056039392054748,-1.3154442950077407,setosa
-1.0218490407414607,-0.1319794793216258,-1.2265516727955572,-1.3154442950077407,setosa
-1.0218490407414607,0.7888075857129598,-1.2265516727955572,-1.052179926427139,setosa
-0.779513299854158,1.0190043519716065,-1.2833890997091604,-1.3154442950077407,setosa
-0.779513299854158,0.7888075857129598,-1.3402265266227635,-1.3154442950077407,setosa
-1.3853526520724144,0.3284140531956675,-1.2265516727955572,-1.3154442950077407,setosa
0.06866179325140129,0.3284140531956675,0.5922459884397431,0.7906706536370729,versicolor
0.310997534138703,-0.5923730118389191,0.13754657313091806,0.13250973218556866,versicolor
0.5533332750260058,-1.282963310614858,0.6490834153533465,0.3957741007661703,versicolor
0.310997534138703,-0.5923730118389191,0.5354085615261401,0.0008775478952676988,versicolor
0.6745011454696578,-0.36217624558027245,0.3080588538717274,0.13250973218556866,versicolor
0.9168368863569595,-0.1319794793216258,0.3648962807853308,0.2641419164758693,versicolor
1.1591726272442622,-0.5923730118389191,0.5922459884397431,0.2641419164758693,versicolor
1.0380047568006114,-0.1319794793216258,0.7059208422669494,0.659038469346772,versicolor
0.18982966369505214,-0.36217624558027245,0.42173370769893376,0.3957741007661703,versicolor
-0.1736739476359015,-1.0527665443562113,-0.1466405614370976,-0.262386820685334,versicolor
1.2803404976879142,0.3284140531956675,1.1037828306621715,1.448831575088577,virginica
-0.29484181807955345,-0.5923730118389191,0.6490834153533465,1.0539350222176747,virginica
2.249683461237124,-0.5923730118389191,1.672157099798203,1.0539350222176747,virginica
0.5533332750260058,-0.8225697780975647,0.6490834153533465,0.7906706536370729,virginica
1.0380047568006114,0.5586108194543131,1.1037828306621715,1.1855672065079756,virginica
1.6438441090188678,0.3284140531956675,1.2742951114029808,0.7906706536370729,virginica
0.4321654045823549,-0.5923730118389191,0.5922459884397431,0.7906706536370729,virginica
0.310997534138703,-0.1319794793216258,0.6490834153533465,0.7906706536370729,virginica
0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.1855672065079756,virginica
1.6438441090188678,-0.1319794793216258,1.1606202575757745,0.5274062850564712,virginica
