sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-0.9006811702978099,1.0190043519716065,-1.3402265266227635,-1.3154442950077407,setosa
-1.1430169111851116,-0.1319794793216258,-1.3402265266227635,-1.3154442950077407,setosa
-1.3853526520724144,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,setosa
-1.5065205225160663,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,setosa
-1.0218490407414607,1.2492011182302531,-1.3402265266227635,-1.3154442950077407,setosa
-0.5371775589668552,1.939791417006192,-1.169714245881954,-1.052179926427139,setosa
-1.5065205225160663,0.7888075857129598,-1.3402265266227635,-1.18381211071744,setosa
-1.0218490407414607,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,setosa
-1.748856263403368,-0.36217624558027245,-1.3402265266227635,-1.3154442950077407,setosa
-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.4470764792980415,setosa
1.401508368131565,0.3284140531956675,0.5354085615261401,0.2641419164758693,versicolor
0.6745011454696578,0.3284140531956675,0.42173370769893376,0.3957741007661703,versicolor
1.2803404976879142,0.09821728693702086,0.6490834153533465,0.3957741007661703,versicolor
-0.4160096885232043,-1.7433568431321513,0.13754657313091806,0.13250973218556866,versicolor
0.7956690159133086,-0.5923730118389191,0.4785711346125367,0.3957741007661703,versicolor
-0.1736739476359015,-0.5923730118389191,0.42173370769893376,0.13250973218556866,versicolor
0.5533332750260058,0.5586108194543131,0.5354085615261401,0.5274062850564712,versicolor
-1.1430169111851116,-1.5131600768735047,-0.26031541526430396,-0.262386820685334,versicolor
0.9168368863569595,-0.36217624558027245,0.4785711346125367,0.13250973218556866,versicolor
-0.779513299854158,-0.8225697780975647,0.08070914621731488,0.2641419164758693,versicolor
0.5533332750260058,0.5586108194543131,1.2742951114029808,1.712095943669179,virginica
-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,virginica
1.522676238575216,-0.1319794793216258,1.2174576844893779,1.1855672065079756,virginica
0.5533332750260058,-0.36217624558027245,1.0469454037485681,0.7906706536370729,virginica
0.7956690159133086,-0.1319794793216258,1.1606202575757745,1.3171993907982766,virginica
2.1285155907934725,-0.1319794793216258,1.6153196728845993,1.1855672065079756,virginica
-1.1430169111851116,-1.282963310614858,0.42173370769893376,0.659038469346772,virginica
1.7650119794625188,-0.36217624558027245,1.44480739214379,0.7906706536370729,virginica
1.0380047568006114,-1.282963310614858,1.1606202575757745,0.7906706536370729,virginica
1.6438441090188678,1.2492011182302531,1.3311325383165837,1.712095943669179,virginica
