sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),species
-1.2641847816287635,0.09821728693702086,-1.2265516727955572,-1.3154442950077407,setosa
-0.5371775589668552,0.7888075857129598,-1.2833890997091604,-1.052179926427139,setosa
-0.779513299854158,2.400184949523484,-1.2833890997091604,-1.4470764792980415,setosa
-0.4160096885232043,2.630381715782132,-1.3402265266227635,-1.3154442950077407,setosa
-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,setosa
-1.0218490407414607,0.3284140531956675,-1.4539013804499696,-1.3154442950077407,setosa
-0.4160096885232043,1.0190043519716065,-1.3970639535363667,-1.3154442950077407,setosa
-1.1430169111851116,1.2492011182302531,-1.3402265266227635,-1.4470764792980415,setosa
-1.748856263403368,-0.1319794793216258,-1.3970639535363667,-1.3154442950077407,setosa
-0.9006811702978099,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,setosa
-0.4160096885232043,-1.5131600768735047,0.023871719303711698,-0.13075463639503299,versicolor
-0.4160096885232043,-1.5131600768735047,-0.03296570760989124,-0.262386820685334,versicolor
-0.052506077192250644,-0.8225697780975647,0.08070914621731488,0.0008775478952676988,versicolor
0.18982966369505214,-0.8225697780975647,0.7627582691805523,0.5274062850564712,versicolor
-0.5371775589668552,-0.1319794793216258,0.42173370769893376,0.3957741007661703,versicolor
0.18982966369505214,0.7888075857129598,0.42173370769893376,0.5274062850564712,versicolor
1.0380047568006114,0.09821728693702086,0.5354085615261401,0.3957741007661703,versicolor
0.5533332750260058,-1.7433568431321513,0.3648962807853308,0.13250973218556866,versicolor
-0.29484181807955345,-0.1319794793216258,0.194384000044521,0.13250973218556866,versicolor
-0.4160096885232043,-1.282963310614858,0.13754657313091806,0.13250973218556866,versicolor
1.8861798499061706,-0.5923730118389191,1.3311325383165837,0.9223028379273737,virginica
2.492019202124427,1.7095946507475455,1.5016448190573937,1.0539350222176747,virginica
0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.3171993907982766,virginica
0.5533332750260058,-0.5923730118389191,0.7627582691805523,0.3957741007661703,virginica
0.310997534138703,-1.0527665443562113,1.0469454037485681,0.2641419164758693,virginica
2.249683461237124,-0.1319794793216258,1.3311325383165837,1.448831575088577,virginica
0.5533332750260058,0.7888075857129598,1.0469454037485681,1.580463759378878,virginica
0.6745011454696578,0.09821728693702086,0.9901079768349651,0.7906706536370729,virginica
0.18982966369505214,-0.1319794793216258,0.5922459884397431,0.7906706536370729,virginica
1.2803404976879142,0.09821728693702086,0.9332705499213622,1.1855672065079756,virginica
