Componente 1,species
-0.6307029313944528,setosa
-0.622904942531991,setosa
-0.6695203954179318,setosa
-0.6541527588892052,setosa
-0.6487880559888725,setosa
-0.5352727781994512,setosa
-0.656537789993852,setosa
-0.6257804985628277,setosa
-0.6756435043172597,setosa
-0.6456446188852304,setosa
-0.5974082382364501,setosa
-0.6389431903256222,setosa
-0.6616125934478085,setosa
-0.7519679431888536,setosa
-0.6003715890013774,setosa
-0.5521572267261681,setosa
-0.5770535929878575,setosa
-0.6037992282085833,setosa
-0.5204834613310049,setosa
-0.6121975551048965,setosa
-0.5576743002488322,setosa
-0.5790126750545554,setosa
-0.7377846616970711,setosa
-0.5060938570165965,setosa
-0.6076075792343174,setosa
-0.5902105874078398,setosa
-0.5615278884939872,setosa
-0.6084537799674031,setosa
-0.6126178068000331,setosa
-0.6381847843266271,setosa
-0.6200996597322075,setosa
-0.5247573012712965,setosa
-0.673044544340102,setosa
-0.6274553785259616,setosa
-0.618740915699361,setosa
-0.6445537559251893,setosa
-0.5939323441717621,setosa
-0.6874957069046899,setosa
-0.6923698848788329,setosa
-0.6139765508328796,setosa
0.2799517663027614,versicolor
0.21514137571473924,versicolor
0.3222231060173576,versicolor
0.05940301306820406,versicolor
0.2625152345996752,versicolor
0.10383104269125021,versicolor
0.24485036170039232,versicolor
-0.17152938561327558,versicolor
0.2142305990934128,versicolor
0.015324961909241264,versicolor
-0.11371032303123807,versicolor
0.13734837970263736,versicolor
0.04399281902480745,versicolor
0.19255976732664348,versicolor
-0.008260915177083827,versicolor
0.2194854888860841,versicolor
0.13327214760409778,versicolor
-0.0005757570603450723,versicolor
0.2543452488995589,versicolor
-0.0056080029996317116,versicolor
0.26816835771391223,versicolor
0.09882081512553442,versicolor
0.2890864808244985,versicolor
0.145033537819376,versicolor
0.15928709254221196,versicolor
0.2139627180206075,versicolor
0.291913781997853,versicolor
0.36914899749077346,versicolor
0.18676911538836183,versicolor
-0.06876975010843112,versicolor
-0.021575977562209747,versicolor
-0.058924884445180736,versicolor
0.03234124191719068,versicolor
0.28890639448578403,versicolor
0.10966425214420183,versicolor
0.18226693425187346,versicolor
0.2777248031632583,versicolor
0.19561540969619495,versicolor
0.037683926443952465,versicolor
0.04684065933926085,versicolor
0.6227713384355381,virginica
0.34600960858349616,virginica
0.6179864344279579,virginica
0.41778930880393184,virginica
0.5636212475370376,virginica
0.7501225989574093,virginica
0.13585780418855842,virginica
0.6089452119831235,virginica
0.5110202145758137,virginica
0.7206085411087574,virginica
0.42413506155664404,virginica
0.4377237023573878,virginica
0.5407937764497074,virginica
0.36322651407125905,virginica
0.47424694764837183,virginica
0.5139326307785076,virginica
0.42467082370225484,virginica
0.7490260386545561,virginica
0.8721942716082874,virginica
0.28296337192517085,virginica
0.6147331842166542,virginica
0.3221338320507946,virginica
0.7580304009275326,virginica
0.35723523665316403,virginica
0.5310367055205479,virginica
0.5469621225684561,virginica
0.32870490836164257,virginica
0.31478381059985294,virginica
0.5165855429559599,virginica
0.48482666253145734,virginica
0.6330436323692096,virginica
0.6874909166514084,virginica
0.5434892461418294,virginica
0.2911333576252869,virginica
0.30541013119397264,virginica
0.7635079345735881,virginica
0.5478056435967907,virginica
0.40658569910783526,virginica
0.2925346591728034,virginica
0.5358713436180825,virginica
