Componente 1,species
-0.6200996597322075,setosa
-0.5247573012712965,setosa
-0.673044544340102,setosa
-0.6274553785259616,setosa
-0.618740915699361,setosa
-0.6445537559251893,setosa
-0.5939323441717621,setosa
-0.6874957069046899,setosa
-0.6923698848788329,setosa
-0.6139765508328796,setosa
-0.021575977562209747,versicolor
-0.058924884445180736,versicolor
0.03234124191719068,versicolor
0.28890639448578403,versicolor
0.10966425214420183,versicolor
0.18226693425187346,versicolor
0.2777248031632583,versicolor
0.19561540969619495,versicolor
0.037683926443952465,versicolor
0.04684065933926085,versicolor
0.6330436323692096,virginica
0.6874909166514084,virginica
0.5434892461418294,virginica
0.2911333576252869,virginica
0.30541013119397264,virginica
0.7635079345735881,virginica
0.5478056435967907,virginica
0.40658569910783526,virginica
0.2925346591728034,virginica
0.5358713436180825,virginica
