y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9814607889829108,5.626109604552467e-07,0.006919268130971181
setosa,setosa,0.9857731574877792,0.007912385026309476,0.006314457485911395
setosa,setosa,0.9999999999619189,3.7893095658125886e-11,1.881634343205003e-13
setosa,setosa,0.9999929081104377,7.08493252811892e-06,6.957034107110121e-09
setosa,setosa,0.9999999967590437,3.236466675617468e-09,4.4895462243894085e-12
setosa,setosa,0.9849991988922562,0.015000800728414825,3.793290133352733e-10
setosa,setosa,0.9838448852622778,4.718395061211813e-08,0.0068475127770653964
setosa,setosa,0.9949999953186552,0.005000004671642437,9.702261126937632e-12
setosa,setosa,0.98514254212425,9.645312604292768e-09,0.0067159311910324595
setosa,setosa,0.9949999967256086,0.0050000032716202856,2.7711473341935346e-12
versicolor,versicolor,0.007556311825075141,0.842096343356465,0.1403473448184599
versicolor,versicolor,7.602131634331184e-47,0.9517619587241659,0.04823804127583409
versicolor,virginica,7.140058544502546e-76,0.2222327092909896,0.7722713248231409
versicolor,versicolor,2.857077259535397e-52,0.9260567886795896,0.07394321132041029
versicolor,versicolor,0.005,0.852844449276046,0.14115604051362649
versicolor,versicolor,0.005,0.6342579152418222,0.3607420847581778
versicolor,virginica,9.552161527288e-77,0.20486118872615988,0.7891371554239905
versicolor,virginica,3.094471153518432e-81,0.1292828838883334,0.8640699615709131
versicolor,versicolor,2.459808967067731e-53,0.9396525691175506,0.0566709355541847
versicolor,versicolor,5.105987424944514e-31,0.9981430702833075,0.0018569297166924532
virginica,virginica,1.5884137358015552e-114,0.00028256407988642214,0.9997174359201135
virginica,versicolor,0.005,0.6031539430924582,0.3911648358130438
virginica,virginica,3.993979565138136e-164,4.976854062739907e-07,0.9999995023145937
virginica,virginica,0.005,0.08479332608289412,0.9050309354891897
virginica,virginica,0.005,0.002536522753533556,0.9924634772464664
virginica,virginica,0.005,0.00045331716198610564,0.9945466828380138
virginica,virginica,2.8369721269964585e-73,0.32498471839126775,0.6692243836299643
virginica,versicolor,8.223869239441328e-67,0.5132043616478106,0.47973675994808584
virginica,virginica,1.0193150623599264e-101,0.015110852504790079,0.9803766650282726
virginica,virginica,1.643837873641841e-105,0.01209181698270699,0.9831022354192535
