y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9670045814876721,0.021531555920947163,0.011463862591380816
setosa,setosa,0.9633581763914703,0.025105588951079186,0.011536234657450451
setosa,setosa,0.965814471367772,0.02326458527004944,0.010920943362178467
setosa,setosa,0.9764440108754119,0.013724238455579832,0.009831750669008347
setosa,setosa,0.9741227843818857,0.014705815816581449,0.011171399801532622
setosa,setosa,0.9658197744545708,0.02027236478355749,0.01390786076187165
setosa,setosa,0.9729312149341722,0.016275866367825124,0.010792918698002488
setosa,setosa,0.9694971507417303,0.019879800668974216,0.010623048589295496
setosa,setosa,0.9505662300789275,0.034675870100818816,0.014757899820253564
setosa,setosa,0.9697951513337655,0.019179656259092515,0.0110251924071419
versicolor,versicolor,0.02830267682351952,0.9542092437123252,0.017488079464155218
versicolor,versicolor,0.012038903316524758,0.971069899850012,0.016891196833463133
versicolor,versicolor,0.011330851863454927,0.9772829268603852,0.011386221276159703
versicolor,versicolor,0.007519044104747809,0.9612758182015495,0.031205137693702766
versicolor,versicolor,0.03027151542786608,0.9574680439478931,0.012260440624240749
versicolor,versicolor,0.012350680218692537,0.9727323214668627,0.014916998314444901
versicolor,versicolor,0.009326463750473786,0.9598865017459343,0.030787034503591958
versicolor,versicolor,0.013880936435939377,0.9758052195792413,0.010313843984819352
versicolor,versicolor,0.006147059050667689,0.9526435719204231,0.04120936902890906
versicolor,versicolor,0.015372569971277858,0.9728685356918021,0.01175889433691975
virginica,virginica,0.012400214590583105,0.0330494202491009,0.9545503651603161
virginica,virginica,0.010274506269201034,0.01875217374046152,0.9709733199903375
virginica,virginica,0.0099513364320781,0.01428062725473277,0.9757680363131891
virginica,virginica,0.012078264514701656,0.019833340059052147,0.9680883954262463
virginica,virginica,0.010690750568124362,0.01129398934272339,0.9780152600891522
virginica,virginica,0.010392139223903708,0.014399347606888265,0.9752085131692078
virginica,virginica,0.010081304406368681,0.019418100590108782,0.9705005950035226
virginica,virginica,0.01595186410882183,0.01020451863836762,0.9738436172528105
virginica,virginica,0.014289688695478428,0.004485406630673048,0.9812249046738488
virginica,virginica,0.013945013232747265,0.04112767935975528,0.9449273074074976
