y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9892411039249873,0.006906151069318094,0.003852745005694551
setosa,setosa,0.9895641943704454,0.006626517273544444,0.00380928835601024
setosa,setosa,0.9856860095582077,0.010234790124381714,0.0040792003174105855
setosa,setosa,0.9516096904931132,0.04299247157689034,0.0053978379299965285
setosa,setosa,0.9829969344310389,0.00917479496313265,0.007828270605828509
setosa,setosa,0.9602343444830095,0.015502759685006877,0.024262895831983725
setosa,setosa,0.9829178458244874,0.007816926127998688,0.009265228047513733
setosa,setosa,0.9921471605864445,0.004183198397132099,0.003669641016423351
setosa,setosa,0.981699297978716,0.00889811883452668,0.009402583186757215
setosa,setosa,0.9892945015731958,0.006800600141548596,0.003904898285255489
versicolor,versicolor,0.03719055868189168,0.9258045478527633,0.03700489346534486
versicolor,versicolor,0.0026510758029879545,0.9594539534110379,0.03789497078597432
versicolor,versicolor,0.001894217897848338,0.9328623687203103,0.06524341338184138
versicolor,versicolor,0.002498779492634448,0.9528610382203405,0.04464018228702504
versicolor,versicolor,0.008497791972812745,0.9842638576687839,0.007238350358403275
versicolor,versicolor,0.003916856134900246,0.9101125190276078,0.085970624837492
versicolor,versicolor,0.007359794165585269,0.963705475375094,0.028934730459320636
versicolor,versicolor,0.002605528873858652,0.9821519159250232,0.015242555201118186
versicolor,versicolor,0.002857657856772564,0.6153128851390318,0.38182945700419557
versicolor,versicolor,0.0020944801392120092,0.9927714074579811,0.0051341124028069385
virginica,virginica,0.00396704515821618,0.12921480119162493,0.8668181536501588
virginica,virginica,0.005502010389021667,0.0467072356208281,0.9477907539901503
virginica,virginica,0.005591471758749758,0.032073537440408494,0.9623349908008417
virginica,virginica,0.0028204450652312744,0.29192378821742043,0.7052557667173482
virginica,virginica,0.0032748126147352638,0.04090693747816789,0.9558182499070969
virginica,virginica,0.003066959359647051,0.013425663247450058,0.9835073773929028
virginica,virginica,0.008342364595642963,0.09231348434551152,0.8993441510588456
virginica,virginica,0.025794161880117697,0.008802352331891888,0.9654034857879903
virginica,virginica,0.009778648495033383,0.018527991975657285,0.9716933595293094
virginica,versicolor,0.003015096933441662,0.5400841090174531,0.4569007940491053
