Componente 1,Componente 2,species
-2.0756309481765127,1.489177523321168,setosa
-2.232847158872015,0.22314807268959236,setosa
-1.8186695286958494,0.08555852628736653,setosa
-2.2271633057066387,0.13725445536342765,setosa
-1.9518463309003757,-0.6256185877766763,setosa
-2.446177391696516,2.1507278773929257,setosa
-2.109974875318652,-0.4602018414370371,setosa
-2.2078088990782656,-0.20610739768843636,setosa
-2.169710711630664,0.26887896143547146,setosa
-1.964447683763741,0.47232666771926146,setosa
-2.394376314219633,-0.38624687258915685,setosa
-2.2038334355191305,0.00921635752127674,setosa
0.40748305881738645,-1.7544039893234111,versicolor
0.5621083064431802,-1.7647243806169457,versicolor
0.7376826487712587,0.3965715619602388,versicolor
1.3584051214406323,0.3313116817908981,versicolor
0.13079517549786174,-1.562271834209968,versicolor
0.22397877351238035,-0.28777351204320273,versicolor
-0.362183384619382,-2.0192378732386125,versicolor
0.28858623882315826,-0.8557303199870668,versicolor
0.09136065565450581,-0.18119212582577546,versicolor
0.5763882886534792,-0.15487359721655886,versicolor
1.157881613205781,-0.698869862330691,virginica
1.6026786704779317,-0.42170044977261756,virginica
1.2601150991975092,-1.1622604214064645,virginica
1.4676452010173253,-0.4422715873770831,virginica
2.4263289873157006,2.556661250795493,virginica
1.33323217597321,-0.48181121864942966,virginica
0.92482491654242,0.017223100452283896,virginica
1.3727877895140734,1.0112544185267927,virginica
