PC1,Result
-748.1252501651843,1-0
-137.72073909992105,0-1
-1113.432072708827,1-0
618.4878636927638,1-0
827.045879770611,0-1
142.16102938177482,1-0
4.244258526597605,1-0
291.80886059023214,1-0
71.7431866169004,0-1
497.8720845700286,1-0
-342.21907866387437,1-0
388.66348177337477,1-0
-86.4841986384854,1-0
-450.20423199755214,1-0
-311.0845286221993,0-1
90.8243238139853,1-0
1635.3683219083946,1/2-1/2
-588.7412487055008,1-0
1027.838789481756,0-1
-350.79727074513494,0-1
468.37025237827174,1-0
-4.2925314854810495,0-1
-136.56363686924442,0-1
-1144.2688730989955,1-0
-533.093284119207,0-1
-273.60484032498607,1-0
405.3972544871335,1-0
85.17496462085,1-0
85.16178566333292,1/2-1/2
838.9793590725722,0-1
-361.87096130040436,0-1
537.0221006887778,0-1
-68.58294438009943,1-0
-1492.8752321129427,1-0
809.0426124138239,0-1
455.6230521663888,1-0
303.16126366267326,0-1
-530.8809254552966,1-0
680.8137037988818,1-0
63.04601038215833,1-0
-245.22179401632957,0-1
-760.3300749490054,1-0
-505.74714309106093,0-1
-334.0679230550386,1-0
-293.72127555446014,0-1
-254.2513348070347,0-1
-477.9334575925718,1-0
-414.7970104207757,1-0
-20.610788656854766,1-0
-1064.5434811329385,1-0
59.551755681148734,0-1
265.36829007439974,1-0
-352.58740787319175,1-0
-262.4855656900613,1-0
234.6257943513956,1/2-1/2
-376.89018407864023,0-1
-117.60719736511192,1-0
187.78321866409487,0-1
-991.6641781176879,1-0
-661.4840143723395,1-0
-420.14060052714467,0-1
-1302.4036774431559,0-1
31.891770813093444,1-0
-372.15500016958276,1-0
-794.2848553016465,0-1
-194.9046812780457,0-1
-506.8048827048119,1-0
336.22243193554414,0-1
-643.5147852391847,0-1
446.9538107029002,0-1
158.44410671342712,0-1
-8.562507211885077,1-0
226.97862663555725,1-0
415.8548077502437,1-0
-1405.714599286026,0-1
820.0288026712396,1-0
-268.20440862335136,1-0
1818.6560667905783,0-1
21.509878192376163,0-1
518.0611400475113,0-1
179.13780341124584,1-0
764.6890418352436,1-0
1192.4258312522534,1-0
610.4555453376906,1-0
-453.70507617731937,1-0
-248.64051231105395,0-1
-712.8134295444383,1-0
445.92254778126426,0-1
-172.46485467560433,0-1
466.0697378267978,0-1
932.1297700004898,1-0
-142.98356528691374,0-1
-52.88131052726385,0-1
-229.6871358649164,1-0
-13.608371257749695,1-0
-305.7527328440683,0-1
-1113.2559576922777,1-0
-193.22015711901167,0-1
-167.89161118181983,0-1
-247.49702427802504,1-0
26.79752530637961,1-0
-325.22742776618406,0-1
-378.56126360335656,1-0
473.59332680216176,0-1
558.5904684523962,0-1
-27.399210859356117,0-1
485.74989436124133,1-0
-488.30390047073706,0-1
329.4029157903233,1-0
-416.55342578824866,0-1
206.93561414352098,1-0
438.89209949743554,0-1
507.86243702109095,1-0
641.0856463859714,0-1
258.2380892607366,1-0
111.43358327194528,0-1
-122.26796382036127,1-0
182.53826213508137,0-1
87.44875946701859,1-0
-249.15497563147255,0-1
681.4855129475809,1-0
-18.267436620672015,1-0
515.0937251350088,1-0
-828.8301214073722,0-1
-1329.8498421369627,1-0
336.2411775328119,1-0
604.5922417341999,0-1
-325.49986953691086,0-1
-1161.4671961433269,1-0
1320.1040058772137,0-1
-123.9157766106764,0-1
705.755420668123,1-0
-703.1348525916592,0-1
-268.25327611057946,0-1
450.5672191207218,0-1
-437.51251141526745,0-1
310.1170233568687,1-0
-361.3759218305745,0-1
613.271570974573,0-1
338.10942809876997,1/2-1/2
215.61477382056455,1-0
-522.9275738138012,0-1
-1230.7108241817505,1-0
184.29742409750133,0-1
131.76610470325977,0-1
-683.494131357269,1-0
-245.2409521901177,0-1
-1494.658389849333,0-1
740.28152860006,0-1
525.0714581047937,1-0
-798.1556513453843,0-1
978.8915083185552,1-0
308.9919644580582,1-0
1198.5052242473462,0-1
363.93425123535144,0-1
-39.68292890689554,1-0
-104.91795770097269,0-1
859.9047737252558,0-1
2235.069337295548,0-1
15.759161490550014,0-1
508.2432338241506,1-0
1106.7827242193375,1-0
92.02419007951084,1-0
-1094.4614595308074,1-0
-569.8513259969982,1-0
952.9144426306771,1-0
-244.04519448520477,1-0
-435.6739701627498,1-0
343.60051473808835,1-0
-731.9745281714709,1-0
600.0494365934246,0-1
712.0094188869884,0-1
575.2100719492446,0-1
-136.02848384604022,0-1
291.2734645538385,1-0
90.24852042477823,1-0
-791.3293761580753,0-1
-130.8826242571513,1-0
1048.1235850419312,1-0
-283.83726511198984,0-1
-510.191094304902,0-1
-1170.5721545632355,0-1
531.9031303685242,1-0
-609.5182863543123,0-1
453.01717884229765,1/2-1/2
-1068.0093150363155,0-1
655.5015186542842,0-1
-1338.7192669134404,1-0
-487.67928038055015,1-0
-714.4980724805541,1-0
287.7420124577302,1/2-1/2
601.7455573947286,0-1
173.93237829575673,0-1
-870.4721095793668,0-1
818.2322737503914,0-1
537.7800255060515,1-0
-761.4742920216031,1-0
-104.90346756403642,0-1
-825.5281266975626,1-0
-553.4756450905088,1-0
-13.098892437231825,0-1
-1235.9861456139138,1-0
799.143552358179,1-0
-185.2141685563347,0-1
983.9099744057944,1-0
60.70708336963753,1-0
-457.1134355593331,0-1
-500.4537824375875,1-0
-667.9714089747868,1-0
-411.47400954513114,1/2-1/2
-545.5118384228317,0-1
-1320.9497577305065,1-0
-140.1683648030712,0-1
-404.48695822225,1-0
-352.6870135033073,1-0
-460.542145517471,0-1
-867.0444224602352,1-0
422.7284188957842,0-1
128.38312572449513,0-1
183.7290126764815,0-1
-559.310578682615,1-0
-143.04313081351393,0-1
667.228156246274,1/2-1/2
-1165.5230071097967,0-1
941.4273783245067,0-1
302.2855720271309,1/2-1/2
12.369253906367248,0-1
-170.79725078540378,0-1
25.07371274701154,0-1
709.1309115652293,0-1
416.41500205003695,0-1
78.1235101711859,0-1
51.042804326853,0-1
187.78691464818803,1-0
499.68461249319853,0-1
-363.5370563252195,0-1
59.09911845589613,0-1
-813.3343617433848,1-0
670.3849104600654,0-1
-346.37359665756003,0-1
1132.965421082874,1-0
938.8483693361763,0-1
1232.3054021768917,1-0
514.7102778504736,1/2-1/2
167.07768231081536,0-1
336.109138657921,1-0
585.5789832984124,1-0
-671.8752938530092,1-0
1140.0132529983039,1-0
736.3160379762489,0-1
-879.8307641727333,0-1
291.75372008729437,0-1
-580.1137992241033,1-0
770.9056730956813,0-1
800.3429325973252,0-1
642.6899887654781,1/2-1/2
187.60865784015414,1-0
-333.40394111465775,1-0
-292.01589212931094,0-1
256.69527917695814,0-1
-922.5128653136892,1-0
-546.632059721459,0-1
1030.8126977595462,0-1
480.60257669321436,1-0
-837.5687731611558,0-1
-152.22744040088355,1/2-1/2
-680.5443884167794,1-0
-295.42527435033116,0-1
152.6235671447862,1-0
213.33293141649847,1-0
246.70218013094927,1-0
423.3428777592262,1-0
-1.475460345980082,0-1
788.868798776457,0-1
-421.786565325413,1-0
353.62733554468014,0-1
-470.4361249597441,1-0
-536.883902915054,1-0
-574.366122916661,0-1
-977.8145528152991,0-1
230.40541515178984,0-1
-71.991693675021,1-0
-204.11350078840132,0-1
-764.787860710072,1-0
1068.992717575588,1-0
-333.5931380478628,0-1
629.5221416115915,1-0
-619.9177829562082,1-0
135.80662304336556,1-0
263.4145341023536,1-0
741.6094720795822,0-1
950.0362517719673,1-0
433.704787053116,0-1
272.70718059008095,0-1
863.3143255096061,0-1
-219.15688890393722,1-0
-761.3618012334091,1-0
1082.752751574887,0-1
-117.60590884930343,1-0
492.5612668350941,0-1
-554.0102386374747,1-0
211.9647274838835,1-0
-279.8395108067334,0-1
334.58893971883435,1-0
601.0997615753772,1-0
-252.70704398050657,1-0
203.394995537039,1-0
546.261262438672,1-0
216.70601484532017,1-0
-1004.4671744222176,1-0
-177.65982476491172,1/2-1/2
-117.76427751659094,1-0
-264.8104885920261,1-0
-53.50245498293543,1-0
1724.3230761878735,1/2-1/2
279.04369460689895,0-1
121.36347159350862,0-1
-531.0561182779452,1-0
194.1836724449272,1-0
-744.1071960700515,1-0
-681.7120191234972,1-0
-23.58309195578795,0-1
447.06136777744086,1-0
32.05818703827663,1-0
-378.51093803698996,1-0
1067.8560620345074,1/2-1/2
-492.9563763549004,0-1
476.55965088482344,1-0
-572.480635618821,0-1
1169.3758746965618,0-1
301.47909618567746,0-1
-690.3898168348728,0-1
435.0035806954361,0-1
101.23140461100957,1-0
179.2669261278602,1-0
-386.1480406395549,1-0
717.9006345981211,1-0
-557.0418871134293,0-1
346.5863361211991,0-1
-1468.58718905762,1-0
127.2236894753928,0-1
29.573703066688722,1-0
-826.01360974411,1-0
1400.3583513006256,0-1
845.9164974056066,0-1
982.2173065753941,0-1
78.16440355037776,0-1
-642.3377957951511,1-0
-347.3379528706573,0-1
-214.7407990114907,0-1
204.54067068877475,0-1
-414.90393456921765,0-1
1791.9048365391777,1-0
329.8474827940681,1-0
1051.4552664015696,1-0
-563.945597485319,1-0
-328.5436967949863,1-0
-132.53792512912378,1-0
-220.94503114022837,1-0
-1405.7166168414028,1-0
-631.528086876192,0-1
442.41227141432137,0-1
-252.69979891203866,1-0
766.4039082338163,0-1
-990.621657680442,0-1
-1230.6730165241656,1-0
642.6525483571904,1-0
-1095.7585974080225,0-1
-285.18832842619395,0-1
-618.0673340573962,0-1
1340.8277510151333,1-0
-584.720131552373,1-0
954.9993343430792,1-0
