PC1,Result
-748.1252501651843,1-0
-137.72073909992105,0-1
-1113.432072708827,1-0
618.4878636927638,1-0
142.16102938177482,1-0
4.244258526597605,1-0
291.80886059023214,1-0
-223.34563734819676,1-0
-589.9991489686299,0-1
497.8720845700286,1-0
-342.21907866387437,1-0
-683.4791551939534,1-0
388.66348177337477,1-0
-86.4841986384854,1-0
-311.0845286221993,0-1
-524.6419033997458,0-1
1635.3683219083946,1/2-1/2
-588.7412487055008,1-0
-350.79727074513494,0-1
468.37025237827174,1-0
-4.2925314854810495,0-1
721.1932932342265,1-0
-136.56363686924442,0-1
-1144.2688730989955,1-0
-273.60484032498607,1-0
405.3972544871335,1-0
461.5490578043341,0-1
-330.5866269619669,0-1
838.9793590725722,0-1
1375.5928219704033,0-1
4.187999071182276,0-1
537.0221006887778,0-1
1127.7470146958353,0-1
-380.9912399981049,0-1
-1492.8752321129427,1-0
809.0426124138239,0-1
303.16126366267326,0-1
-530.8809254552966,1-0
680.8137037988818,1-0
63.04601038215833,1-0
-760.3300749490054,1-0
-1092.2540345805498,1-0
-505.74714309106093,0-1
400.40190823457715,1-0
-334.0679230550386,1-0
-293.72127555446014,0-1
381.1923093696132,1-0
-254.2513348070347,0-1
-477.9334575925718,1-0
-414.7970104207757,1-0
-20.610788656854766,1-0
-1064.5434811329385,1-0
59.551755681148734,0-1
-713.5499582829693,1-0
265.36829007439974,1-0
234.6257943513956,1/2-1/2
-237.13842105532058,1-0
-376.89018407864023,0-1
187.78321866409487,0-1
-991.6641781176879,1-0
-661.4840143723395,1-0
-1302.4036774431559,0-1
31.891770813093444,1-0
-372.15500016958276,1-0
744.8653966833572,1-0
-794.2848553016465,0-1
-194.9046812780457,0-1
-506.8048827048119,1-0
336.22243193554414,0-1
446.9538107029002,0-1
158.44410671342712,0-1
-8.562507211885077,1-0
226.97862663555725,1-0
-1405.714599286026,0-1
820.0288026712396,1-0
391.54767997099225,0-1
-268.20440862335136,1-0
21.509878192376163,0-1
518.0611400475113,0-1
179.13780341124584,1-0
-896.4911875989144,1-0
764.6890418352436,1-0
1192.4258312522534,1-0
610.4555453376906,1-0
276.06648025792356,1-0
-248.64051231105395,0-1
-559.3612433756425,0-1
-712.8134295444383,1-0
445.92254778126426,0-1
-172.46485467560433,0-1
466.0697378267978,0-1
932.1297700004898,1-0
656.6214234898621,0-1
-229.6871358649164,1-0
-13.608371257749695,1-0
-305.7527328440683,0-1
-1113.2559576922777,1-0
-193.22015711901167,0-1
26.79752530637961,1-0
-78.88188596273312,0-1
-288.45256626466653,0-1
-325.22742776618406,0-1
-103.83162772625883,1-0
-378.56126360335656,1-0
1310.1223565737578,0-1
558.5904684523962,0-1
-27.399210859356117,0-1
485.74989436124133,1-0
322.9496328613682,1-0
329.4029157903233,1-0
-174.76804237216538,0-1
-416.55342578824866,0-1
206.93561414352098,1-0
438.89209949743554,0-1
641.0856463859714,0-1
258.2380892607366,1-0
111.43358327194528,0-1
140.31402799484067,1-0
-122.26796382036127,1-0
182.53826213508137,0-1
87.44875946701859,1-0
681.4855129475809,1-0
-18.267436620672015,1-0
515.0937251350088,1-0
-1329.8498421369627,1-0
336.2411775328119,1-0
504.2020825579475,0-1
-481.31813766366395,0-1
-1161.4671961433269,1-0
-703.1348525916592,0-1
141.0600397067942,1-0
859.2650305720349,0-1
-268.25327611057946,0-1
450.5672191207218,0-1
-437.51251141526745,0-1
310.1170233568687,1-0
-361.3759218305745,0-1
613.271570974573,0-1
-313.35728342477614,0-1
338.10942809876997,1/2-1/2
-522.9275738138012,0-1
-1230.7108241817505,1-0
1114.3596791554519,0-1
-683.494131357269,1-0
-1494.658389849333,0-1
740.28152860006,0-1
978.8915083185552,1-0
308.9919644580582,1-0
363.93425123535144,0-1
1126.518580732958,1-0
-704.7130855283485,1-0
-454.59819677168616,0-1
1036.049776293993,0-1
859.9047737252558,0-1
-136.7204005576741,0-1
2235.069337295548,0-1
15.759161490550014,0-1
508.2432338241506,1-0
-659.1002323197331,0-1
-832.9158847004719,1-0
92.02419007951084,1-0
-1094.4614595308074,1-0
-569.8513259969982,1-0
343.60051473808835,1-0
-731.9745281714709,1-0
600.0494365934246,0-1
134.13136150817672,0-1
712.0094188869884,0-1
163.63183173426614,1-0
-50.04829117168856,1-0
-33.951613392046966,0-1
291.2734645538385,1-0
90.24852042477823,1-0
-791.3293761580753,0-1
1048.1235850419312,1-0
-510.191094304902,0-1
-1170.5721545632355,0-1
531.9031303685242,1-0
-609.5182863543123,0-1
453.01717884229765,1/2-1/2
-1068.0093150363155,0-1
655.5015186542842,0-1
-110.6534044400455,0-1
-238.94516198916108,1-0
-1338.7192669134404,1-0
-487.67928038055015,1-0
287.7420124577302,1/2-1/2
601.7455573947286,0-1
173.93237829575673,0-1
818.2322737503914,0-1
537.7800255060515,1-0
-761.4742920216031,1-0
-104.90346756403642,0-1
-1492.6325731055165,1-0
-553.4756450905088,1-0
-13.098892437231825,0-1
-1235.9861456139138,1-0
799.143552358179,1-0
-185.2141685563347,0-1
60.70708336963753,1-0
746.4933730465632,1-0
-457.1134355593331,0-1
-500.4537824375875,1-0
-436.23914896244423,0-1
-667.9714089747868,1-0
-411.47400954513114,1/2-1/2
-545.5118384228317,0-1
-1320.9497577305065,1-0
-140.1683648030712,0-1
-404.48695822225,1-0
-352.6870135033073,1-0
-460.542145517471,0-1
422.7284188957842,0-1
128.38312572449513,0-1
183.7290126764815,0-1
-559.310578682615,1-0
559.6525596399501,1/2-1/2
667.228156246274,1/2-1/2
-1165.5230071097967,0-1
941.4273783245067,0-1
302.2855720271309,1/2-1/2
12.369253906367248,0-1
-170.79725078540378,0-1
25.07371274701154,0-1
416.41500205003695,0-1
78.1235101711859,0-1
51.042804326853,0-1
187.78691464818803,1-0
-363.5370563252195,0-1
59.09911845589613,0-1
1195.898644547297,1-0
-813.3343617433848,1-0
670.3849104600654,0-1
-346.37359665756003,0-1
1132.965421082874,1-0
938.8483693361763,0-1
1232.3054021768917,1-0
514.7102778504736,1/2-1/2
336.109138657921,1-0
585.5789832984124,1-0
-671.8752938530092,1-0
1140.0132529983039,1-0
736.3160379762489,0-1
-879.8307641727333,0-1
-580.1137992241033,1-0
186.04909797826303,1-0
770.9056730956813,0-1
1056.7833943182445,0-1
187.60865784015414,1-0
-333.40394111465775,1-0
-292.01589212931094,0-1
-922.5128653136892,1-0
-749.1982089554399,0-1
-74.30791342937891,1-0
-546.632059721459,0-1
-53.481352703630364,0-1
1030.8126977595462,0-1
480.60257669321436,1-0
265.42310865526315,0-1
-837.5687731611558,0-1
-152.22744040088355,1/2-1/2
-680.5443884167794,1-0
-295.42527435033116,0-1
152.6235671447862,1-0
213.33293141649847,1-0
423.3428777592262,1-0
-1.475460345980082,0-1
-837.5671455186873,0-1
-421.786565325413,1-0
353.62733554468014,0-1
-536.883902915054,1-0
18.032396860480276,0-1
-574.366122916661,0-1
-977.8145528152991,0-1
230.40541515178984,0-1
-71.991693675021,1-0
-804.6506301429599,0-1
-204.11350078840132,0-1
-764.787860710072,1-0
1068.992717575588,1-0
-411.5657145170685,0-1
-333.5931380478628,0-1
629.5221416115915,1-0
135.80662304336556,1-0
263.4145341023536,1-0
-681.707277636785,1-0
-634.928545600028,0-1
433.704787053116,0-1
272.70718059008095,0-1
863.3143255096061,0-1
-554.0102386374747,1-0
-279.8395108067334,0-1
-252.70704398050657,1-0
385.36228955299384,1-0
203.394995537039,1-0
779.6906887549371,0-1
698.3076845620926,0-1
407.93070205942104,0-1
-1004.4671744222176,1-0
-177.65982476491172,1/2-1/2
-264.8104885920261,1-0
-53.50245498293543,1-0
1724.3230761878735,1/2-1/2
279.04369460689895,0-1
121.36347159350862,0-1
-531.0561182779452,1-0
-815.1684779722395,0-1
194.1836724449272,1-0
-1227.2101495653123,1-0
842.456230141981,1-0
-23.58309195578795,0-1
743.7378568664026,0-1
447.06136777744086,1-0
-901.6729560670933,0-1
-572.480635618821,0-1
1169.3758746965618,0-1
301.47909618567746,0-1
-690.3898168348728,0-1
749.0972990753753,0-1
435.0035806954361,0-1
-97.78508374222292,0-1
101.23140461100957,1-0
179.2669261278602,1-0
-386.1480406395549,1-0
-21.842771704107236,0-1
805.4977156833984,0-1
717.9006345981211,1-0
-557.0418871134293,0-1
346.5863361211991,0-1
127.2236894753928,0-1
29.573703066688722,1-0
-826.01360974411,1-0
1400.3583513006256,0-1
845.9164974056066,0-1
982.2173065753941,0-1
78.16440355037776,0-1
-642.3377957951511,1-0
-347.3379528706573,0-1
204.54067068877475,0-1
1791.9048365391777,1-0
329.8474827940681,1-0
1051.4552664015696,1-0
-758.3551432477943,0-1
-132.53792512912378,1-0
-220.94503114022837,1-0
-1405.7166168414028,1-0
-304.7738864940361,1-0
-631.528086876192,0-1
-967.3230855646639,1-0
442.41227141432137,0-1
-252.69979891203866,1-0
766.4039082338163,0-1
-990.621657680442,0-1
642.6525483571904,1-0
-1095.7585974080225,0-1
-285.18832842619395,0-1
-731.1144175027043,0-1
-585.1026285203711,0-1
1340.8277510151333,1-0
-1111.2714015769502,1-0
-584.720131552373,1-0
954.9993343430792,1-0
701.6831754591994,1-0
937.9402217922466,1-0
-389.5346421525528,0-1
-318.52142524816463,0-1
-217.454495086924,0-1
-1425.3313755326944,1-0
78.64023406017168,0-1
55.62290297619711,1-0
496.1909399320389,0-1
767.4482258768612,1-0
1084.8638543026036,1-0
