PC1,Result
-137.72073909992105,0-1
291.80886059023214,1-0
-342.21907866387437,1-0
-86.4841986384854,1-0
-311.0845286221993,0-1
468.37025237827174,1-0
-136.56363686924442,0-1
303.16126366267326,0-1
680.8137037988818,1-0
63.04601038215833,1-0
-760.3300749490054,1-0
-505.74714309106093,0-1
-293.72127555446014,0-1
-414.7970104207757,1-0
-20.610788656854766,1-0
265.36829007439974,1-0
-991.6641781176879,1-0
-661.4840143723395,1-0
-1302.4036774431559,0-1
31.891770813093444,1-0
-372.15500016958276,1-0
336.22243193554414,0-1
158.44410671342712,0-1
226.97862663555725,1-0
-1405.714599286026,0-1
820.0288026712396,1-0
518.0611400475113,0-1
179.13780341124584,1-0
610.4555453376906,1-0
-172.46485467560433,0-1
-13.608371257749695,1-0
-1113.2559576922777,1-0
-325.22742776618406,0-1
558.5904684523962,0-1
485.74989436124133,1-0
329.4029157903233,1-0
-416.55342578824866,0-1
206.93561414352098,1-0
87.44875946701859,1-0
-1329.8498421369627,1-0
-268.25327611057946,0-1
-437.51251141526745,0-1
613.271570974573,0-1
308.9919644580582,1-0
92.02419007951084,1-0
-1094.4614595308074,1-0
343.60051473808835,1-0
-731.9745281714709,1-0
291.2734645538385,1-0
-510.191094304902,0-1
453.01717884229765,1/2-1/2
-1068.0093150363155,0-1
-487.67928038055015,1-0
287.7420124577302,1/2-1/2
601.7455573947286,0-1
537.7800255060515,1-0
-761.4742920216031,1-0
-1235.9861456139138,1-0
60.70708336963753,1-0
-457.1134355593331,0-1
-667.9714089747868,1-0
-545.5118384228317,0-1
-352.6870135033073,1-0
-460.542145517471,0-1
183.7290126764815,0-1
12.369253906367248,0-1
25.07371274701154,0-1
187.78691464818803,1-0
-346.37359665756003,0-1
1232.3054021768917,1-0
585.5789832984124,1-0
1140.0132529983039,1-0
-879.8307641727333,0-1
770.9056730956813,0-1
-292.01589212931094,0-1
1030.8126977595462,0-1
-680.5443884167794,1-0
-295.42527435033116,0-1
423.3428777592262,1-0
-1.475460345980082,0-1
-71.991693675021,1-0
-204.11350078840132,0-1
-764.787860710072,1-0
