Componente 1,species
-2.6841256259695383,setosa
-2.7141416872943243,setosa
-2.888990569059296,setosa
-2.745342855641408,setosa
-2.7287165365545323,setosa
-2.2808596328444968,setosa
-2.820537750740608,setosa
-2.6261449731466335,setosa
-2.8863827317805497,setosa
-2.6727557978209533,setosa
-2.5069470906518596,setosa
-2.612755230908723,setosa
-2.7861092661880162,setosa
-3.2238037438656493,setosa
-2.6447503899420366,setosa
-2.386039033531141,setosa
-2.6235278752244313,setosa
-2.648296706254383,setosa
-2.199820323617585,setosa
-2.5879863998787718,setosa
-2.5873984766893514,setosa
-2.4099324970021776,setosa
-2.648862334349917,setosa
-2.5987367491005937,setosa
-2.636926878105798,setosa
-2.8662416521186698,setosa
-2.625238049850376,setosa
-2.8006841154482234,setosa
-2.9805020437819905,setosa
-2.5900063139680976,setosa
-2.7701024260279032,setosa
-2.849368705043098,setosa
-2.997406546594905,setosa
-2.4056144850974865,setosa
-2.209489237783682,setosa
-2.714451426757706,setosa
-2.538148258998943,setosa
-2.8394621676428486,setosa
-2.5430857498303965,setosa
-2.70335978233516,setosa
1.284825688858347,versicolor
0.9324885323123162,versicolor
1.46430232199139,versicolor
0.18331771995837443,versicolor
1.0881032577116647,versicolor
0.641669084258079,versicolor
1.0950606626324442,versicolor
-0.7491226698296511,versicolor
1.0441318260534338,versicolor
-0.008745404082892705,versicolor
-0.5078408838353177,versicolor
0.5116985574475974,versicolor
0.2649765081120492,versicolor
0.9849345104708904,versicolor
-0.1739253716817668,versicolor
0.9278607809442452,versicolor
0.6602837616969381,versicolor
0.23610499331767265,versicolor
0.9447337280198154,versicolor
0.04522697629870276,versicolor
-0.06812649206835975,versicolor
-0.18962247237849805,versicolor
0.1364287115580165,versicolor
1.3800264359155117,versicolor
0.5880064433398653,versicolor
0.8068583125004096,versicolor
1.2206908824443499,versicolor
0.8150952357666013,versicolor
0.24595767988669337,versicolor
0.1664132171454602,versicolor
0.46480028840378207,versicolor
0.8908151984694488,versicolor
0.23054802355945725,versicolor
-0.7045317592446585,versicolor
0.35698149470104923,versicolor
0.3319344799450583,versicolor
0.376215651066671,versicolor
0.6425760075543376,versicolor
-0.9064698649488312,versicolor
0.29900084187814446,versicolor
2.531192727803628,virginica
1.415235876703905,virginica
2.6166760159956866,virginica
1.9715310530434351,virginica
2.350005920044639,virginica
3.397038736053254,virginica
0.5212322439097798,virginica
2.932587068993687,virginica
2.3212288165733774,virginica
2.9167509667860667,virginica
1.6617741536365287,virginica
1.8034019529650909,virginica
2.1655917960801423,virginica
1.3461635794584552,virginica
1.585928223873223,virginica
1.9044563747934244,virginica
1.9496890593990672,virginica
3.4870553642902706,virginica
3.795645422072882,virginica
1.3007917126376602,virginica
2.8416727781038666,virginica
3.2306736614320837,virginica
2.159437642489049,virginica
1.4441612423295096,virginica
1.7812948100451136,virginica
3.0764999316871844,virginica
2.144243314302079,virginica
1.9050981488140746,virginica
1.1693263393414997,virginica
2.1076111432572384,virginica
2.314154705235598,virginica
1.9222678009025982,virginica
1.415235876703905,virginica
2.563013375077473,virginica
2.4187461827328223,virginica
1.9441097945469652,virginica
1.5271666148145187,virginica
1.764345717044427,virginica
1.9009416142184214,virginica
1.3901888619479141,virginica
