Componente 1,species
-2.5069470906518596,setosa
-2.612755230908723,setosa
-2.7861092661880162,setosa
-3.2238037438656493,setosa
-2.6447503899420366,setosa
-2.386039033531141,setosa
-2.6235278752244313,setosa
-2.648296706254383,setosa
-2.199820323617585,setosa
-2.5879863998787718,setosa
-0.5078408838353177,versicolor
0.5116985574475974,versicolor
0.2649765081120492,versicolor
0.9849345104708904,versicolor
-0.1739253716817668,versicolor
0.9278607809442452,versicolor
0.6602837616969381,versicolor
0.23610499331767265,versicolor
0.9447337280198154,versicolor
0.04522697629870276,versicolor
1.6617741536365287,virginica
1.8034019529650909,virginica
2.1655917960801423,virginica
1.3461635794584552,virginica
1.585928223873223,virginica
1.9044563747934244,virginica
1.9496890593990672,virginica
3.4870553642902706,virginica
3.795645422072882,virginica
1.3007917126376602,virginica
