Componente 1,species
-2.3102562152425214,setosa
-2.5437052287571604,setosa
-3.215939415648614,setosa
-2.3027331822262087,setosa
-2.3557540491237745,setosa
-2.506668906925822,setosa
-2.468820073121341,setosa
-2.5623199061960196,setosa
-2.6395347153845456,setosa
-2.6319893872743463,setosa
1.1162831773500477,versicolor
0.357888417997307,versicolor
1.298183875358914,versicolor
0.9217289224470351,versicolor
0.7148533259114096,versicolor
0.900174373172165,versicolor
1.3320244367220857,versicolor
1.5578021550660672,versicolor
0.8132906498175405,versicolor
-0.3055837780243076,versicolor
2.4278179130660416,virginica
1.1990011054655625,virginica
3.499920038924535,virginica
1.3887661316914652,virginica
2.275430503872201,virginica
2.6140904738108253,virginica
1.2585081605114876,virginica
1.2911320591150197,virginica
2.123608722773894,virginica
2.388003016003463,virginica
