Componente 1,species
-2.6727557978209537,setosa
-2.786109266188017,setosa
-2.1998203236175855,setosa
-2.5879863998787727,setosa
-2.468820073121341,setosa
-2.631989387274346,setosa
-2.587398476689352,setosa
-2.4099324970021776,setosa
-2.625238049850376,setosa
-2.714451426757707,setosa
0.6416690842580799,versicolor
1.0950606626324433,versicolor
-0.1739253716817668,versicolor
0.9447337280198171,versicolor
0.04522697629870276,versicolor
0.9217289224470369,versicolor
1.3320244367220866,versicolor
0.8132906498175423,versicolor
0.1364287115580165,versicolor
2.350005920044639,virginica
2.3212288165733783,virginica
1.6617741536365287,virginica
3.795645422072882,virginica
1.2911320591150197,virginica
2.123608722773895,virginica
3.2306736614320837,virginica
2.159437642489049,virginica
1.9222678009025973,virginica
2.563013375077473,virginica
1.944109794546966,virginica
