Componente 1,species
-2.684125625969539,setosa
-2.7287165365545327,setosa
-2.5069470906518605,setosa
-2.612755230908724,setosa
-2.386039033531142,setosa
-2.6235278752244318,setosa
-3.2159394156486134,setosa
-2.5623199061960187,setosa
-2.6395347153845448,setosa
-2.6488623343499182,setosa
-2.770102426027904,setosa
-2.997406546594906,setosa
-2.2094892377836834,setosa
0.9324885323123162,versicolor
-0.5078408838353194,versicolor
0.9278607809442452,versicolor
0.6602837616969381,versicolor
0.23610499331767265,versicolor
0.9001743731721659,versicolor
-0.18962247237849805,versicolor
0.8068583125004096,versicolor
1.2206908824443499,versicolor
0.3762156510666719,versicolor
3.397038736053254,virginica
2.916750966786065,virginica
3.499920038924534,virginica
1.4441612423295087,virginica
1.9050981488140737,virginica
1.4152358767039042,virginica
1.5271666148145187,virginica
