Componente 1,species
-2.68412562596954,setosa
-2.714141687294326,setosa
-2.888990569059297,setosa
-2.7453428556414097,setosa
-2.728716536554533,setosa
-2.280859632844498,setosa
-2.82053775074061,setosa
-2.6261449731466353,setosa
-2.886382731780551,setosa
-2.6727557978209546,setosa
-2.506947090651861,setosa
-2.612755230908725,setosa
-2.786109266188018,setosa
-3.223803743865651,setosa
-2.644750389942038,setosa
-2.3860390335311426,setosa
-2.6235278752244326,setosa
-2.648296706254385,setosa
-2.1998203236175864,setosa
-2.5879863998787727,setosa
-2.3102562152425214,setosa
-2.5437052287571604,setosa
-3.215939415648614,setosa
-2.3027331822262087,setosa
-2.3557540491237745,setosa
-2.506668906925822,setosa
-2.468820073121341,setosa
-2.5623199061960196,setosa
-2.6395347153845456,setosa
-2.6319893872743463,setosa
-2.7701024260279046,setosa
-2.8493687050430987,setosa
-2.997406546594907,setosa
-2.405614485097488,setosa
-2.209489237783684,setosa
-2.714451426757708,setosa
-2.5381482589989446,setosa
-2.8394621676428504,setosa
-2.543085749830398,setosa
-2.703359782335161,setosa
1.284825688858346,versicolor
0.9324885323123153,versicolor
1.46430232199139,versicolor
0.18331771995837443,versicolor
1.0881032577116647,versicolor
0.641669084258079,versicolor
1.0950606626324433,versicolor
-0.749122669829652,versicolor
1.0441318260534338,versicolor
-0.008745404082893593,versicolor
-0.5078408838353194,versicolor
0.5116985574475965,versicolor
0.2649765081120492,versicolor
0.9849345104708886,versicolor
-0.1739253716817668,versicolor
0.9278607809442443,versicolor
0.6602837616969373,versicolor
0.23610499331767176,versicolor
0.9447337280198154,versicolor
0.04522697629870276,versicolor
1.1162831773500477,versicolor
0.357888417997307,versicolor
1.298183875358914,versicolor
0.9217289224470351,versicolor
0.7148533259114096,versicolor
0.900174373172165,versicolor
1.3320244367220857,versicolor
1.5578021550660672,versicolor
0.8132906498175405,versicolor
-0.3055837780243076,versicolor
0.4648002884037812,versicolor
0.8908151984694479,versicolor
0.23054802355945636,versicolor
-0.7045317592446594,versicolor
0.35698149470104834,versicolor
0.3319344799450583,versicolor
0.376215651066671,versicolor
0.6425760075543367,versicolor
-0.906469864948833,versicolor
0.29900084187814446,versicolor
2.5311927278036253,virginica
1.4152358767039033,virginica
2.6166760159956857,virginica
1.9715310530434342,virginica
2.350005920044638,virginica
3.3970387360532532,virginica
0.5212322439097781,virginica
2.9325870689936844,virginica
2.3212288165733774,virginica
2.916750966786066,virginica
1.6617741536365278,virginica
1.8034019529650909,virginica
2.1655917960801423,virginica
1.3461635794584534,virginica
1.5859282238732213,virginica
1.9044563747934244,virginica
1.9496890593990663,virginica
3.4870553642902715,virginica
3.795645422072881,virginica
1.3007917126376594,virginica
2.4278179130660416,virginica
1.1990011054655625,virginica
3.499920038924535,virginica
1.3887661316914652,virginica
2.275430503872201,virginica
2.6140904738108253,virginica
1.2585081605114876,virginica
1.2911320591150197,virginica
2.123608722773894,virginica
2.388003016003463,virginica
2.3141547052355973,virginica
1.9222678009025982,virginica
1.4152358767039033,virginica
2.563013375077472,virginica
2.4187461827328214,virginica
1.9441097945469652,virginica
1.5271666148145178,virginica
1.764345717044426,virginica
1.9009416142184197,virginica
1.3901888619479124,virginica
