Componente 1,species
-2.888990569059297,setosa
-2.7453428556414097,setosa
-2.82053775074061,setosa
-2.886382731780551,setosa
-3.223803743865651,setosa
-2.648296706254385,setosa
-2.9805020437819922,setosa
-2.5381482589989446,setosa
1.284825688858346,versicolor
1.0881032577116647,versicolor
-0.008745404082893593,versicolor
0.5116985574475965,versicolor
0.9849345104708886,versicolor
1.298183875358914,versicolor
-0.3055837780243076,versicolor
1.3800264359155117,versicolor
0.1664132171454593,versicolor
-0.906469864948833,versicolor
2.5311927278036253,virginica
2.1655917960801423,virginica
1.9044563747934244,virginica
1.3007917126376594,virginica
2.4278179130660416,virginica
2.6140904738108253,virginica
1.2585081605114876,virginica
1.7812948100451118,virginica
3.0764999316871817,virginica
2.144243314302078,virginica
2.1076111432572384,virginica
1.764345717044426,virginica
