Componente 1,Componente 2,species
-0.6456446188852304,-0.06720800972708191,setosa
-0.6616125934478085,-0.1156054947740221,setosa
-0.5204834613310049,0.2876272889071758,setosa
-0.6121975551048965,0.21914038833724547,setosa
-0.5615278884939872,0.05529016114453977,setosa
-0.6381847843266271,-0.054487386002152416,setosa
-0.6200996597322075,-0.08039705155387866,setosa
-0.5247573012712965,0.10333612638783207,setosa
-0.5939323441717621,0.15562387559315194,setosa
-0.6078051870760697,-0.11642543267953737,setosa
0.10383104269125021,-0.12178174239523809,versicolor
0.24485036170039232,0.1338017330238055,versicolor
-0.008260915177083716,-0.08666109808491956,versicolor
0.2543452488995589,-0.2898153044008614,versicolor
-0.005608002999631823,-0.23957267179817743,versicolor
0.1450335378193761,-0.07639613445205229,versicolor
0.2919137819978531,0.004049901086401908,versicolor
0.18676911538836172,-0.04966949159002282,versicolor
0.03234124191719068,-0.14114078648847828,versicolor
0.5636212475370376,0.030599428935161765,virginica
0.5110202145758135,-0.1325759153816919,virginica
0.42413506155664427,0.11391405411364786,virginica
0.8721942716082874,0.009337981166339215,virginica
0.31478381059985294,-0.005572239654219713,virginica
0.5165855429559599,-0.0540299414162102,virginica
0.6874909166514084,0.49117991612328127,virginica
0.5434892461418294,-0.05443991036896778,virginica
0.5583431388985164,0.12204137407290183,virginica
0.6238196438809093,0.1397635029503237,virginica
0.5514616240001934,0.059841374067634456,virginica
