y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.9899999963716268,0.008959117396340779,5.6490904503511503e-11
setosa,setosa,0.9458002093137856,0.03075894424173721,0.015000000158316916
setosa,setosa,0.9755762278288916,0.012564762410064585,4.092677897578309e-11
setosa,setosa,0.9899997802776185,0.010000217804539427,1.9178420528251894e-09
setosa,setosa,0.994997181766246,0.005002787163331327,3.1070422680394165e-08
setosa,setosa,0.9757668875756814,0.01355696611545595,0.005000000127205674
setosa,setosa,0.9899999804151876,0.010000019244591797,3.4022071913089083e-10
setosa,setosa,0.9849999935779296,6.3627254494641745e-09,0.010443917898721239
setosa,setosa,0.9999999844732352,1.521211400865844e-08,3.1465073421347207e-10
setosa,setosa,0.9949999912140643,0.005000008687642153,9.829349194914493e-11
versicolor,versicolor,3.747262950549453e-45,0.944238418842086,0.05180365435037981
versicolor,versicolor,0.004684901535557799,0.9285528407221604,0.056762257742281795
versicolor,versicolor,1.8551135954810318e-38,0.9894251519934381,0.006186299924523959
versicolor,versicolor,2.093514469396472e-17,0.9655704329602661,0.018494319077331057
versicolor,versicolor,0.004023661597560706,0.9694292817734689,0.026547056628970556
versicolor,versicolor,0.0045185375157080175,0.9749643616836818,0.020517100800610207
versicolor,versicolor,0.004257903599106266,0.984085563300477,0.006656533100416618
versicolor,versicolor,0.00468272930549622,0.9534212237584173,0.031896046936086456
versicolor,versicolor,1.9042860002485172e-13,0.9483673083320059,0.017459939356150197
versicolor,versicolor,2.949455209353386e-40,0.989424526614798,0.006264399732593637
virginica,virginica,2.5825612147891117e-112,0.012963009248527661,0.9832884601872203
virginica,virginica,2.9379237142255168e-95,0.09219318636558586,0.9078068136344142
virginica,virginica,6.530254153089603e-76,0.14500000000000002,0.8499689457405477
virginica,virginica,0.005,0.0057164926750511505,0.9885414944221842
virginica,virginica,0.005,0.009606641494800009,0.9845905676138214
virginica,virginica,3.0867422280530404e-96,0.04051693750028293,0.954838622161424
virginica,virginica,6.302988532397881e-80,0.424546272831103,0.5754537271688969
virginica,virginica,0.005,0.13439936609560638,0.8587375769758446
virginica,virginica,0.005,0.030238393043689703,0.9585747308536998
virginica,virginica,8.789958277474347e-75,0.4799064967134095,0.5200935032865905
