Componente 1,Componente 2,species
-2.1843281749339414,-0.4690135614023754,setosa
-2.2184508988224088,-0.7286761653165705,setosa
-1.8985719958028417,1.4050187944665495,setosa
-2.343369053074993,1.1278493819084767,setosa
-2.0511513727294153,0.24216355266166753,setosa
-2.2652614931542403,-0.33773190376048,setosa
-2.140122135647984,-0.504540690141518,setosa
-1.8315947706760278,0.4236950676037861,setosa
-2.045146206754201,0.6615581114631083,setosa
-2.069744299591829,-0.7110527253858937,setosa
0.3886873365356653,-0.5932836359900752,versicolor
0.7465297413291612,0.7730193120985965,versicolor
-0.03335470317877193,-0.43900320998162456,versicolor
1.2250936335624323,-1.6222438030915023,versicolor
0.16491789938632767,-1.3026092302957728,versicolor
0.6328581997098222,-0.41638772088909964,versicolor
1.256509116541884,-0.07725601969586945,versicolor
0.6648003672253952,-0.22592785469484364,versicolor
0.24153827295451127,-0.7772563825848419,versicolor
1.8678122203305383,0.2950448244570196,virginica
2.0066864676766065,-0.7114386535471594,virginica
1.3641754921860083,0.6927564544903868,virginica
3.3106955839338883,0.01778094932062605,virginica
1.0209505506957917,0.06434602923956186,virginica
1.7883499201796664,-0.1873612145908289,virginica
2.304927721831765,2.626323468232378,virginica
1.8627032197949565,-0.1785494946254905,virginica
1.9017840902621899,0.6895754942430024,virginica
2.040558228052093,0.8675206009552282,virginica
1.8705032929564114,0.38696608166572527,virginica
