y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,1.0,0.0,0.0
versicolor,virginica,0.0,0.25,0.75
versicolor,versicolor,0.0,1.0,0.0
versicolor,virginica,0.0,0.0,1.0
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.7,0.3
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,0.65,0.35
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,1.0,0.0
versicolor,versicolor,0.0,1.0,0.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,versicolor,0.0,1.0,0.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
virginica,virginica,0.0,0.0,1.0
