y_true,y_pred,prob_0,prob_1,prob_2
setosa,setosa,0.96,0.02,0.02
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.96,0.03,0.01
setosa,setosa,0.87,0.13,0.0
setosa,setosa,0.98,0.01,0.01
setosa,setosa,0.96,0.01,0.03
setosa,setosa,0.99,0.01,0.0
setosa,setosa,1.0,0.0,0.0
setosa,setosa,0.99,0.01,0.0
setosa,setosa,0.98,0.01,0.01
versicolor,versicolor,0.12,0.87,0.01
versicolor,versicolor,0.0,0.97,0.03
versicolor,versicolor,0.0,0.87,0.13
versicolor,versicolor,0.0,0.95,0.05
versicolor,versicolor,0.01,0.97,0.02
versicolor,versicolor,0.03,0.89,0.08
versicolor,versicolor,0.0,0.93,0.07
versicolor,versicolor,0.0,0.93,0.07
versicolor,versicolor,0.0,0.73,0.27
versicolor,versicolor,0.0,0.99,0.01
virginica,virginica,0.01,0.35,0.64
virginica,virginica,0.0,0.07,0.93
virginica,virginica,0.0,0.01,0.99
virginica,versicolor,0.0,0.81,0.19
virginica,virginica,0.01,0.07,0.92
virginica,virginica,0.0,0.04,0.96
virginica,virginica,0.0,0.09,0.91
virginica,virginica,0.04,0.0,0.96
virginica,virginica,0.01,0.04,0.95
virginica,versicolor,0.0,0.78,0.22
